"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2025-03-14","658.80","649.16","658.84","647.59","","1.40%"
"2025-03-13","649.72","655.99","659.58","648.62","","-0.24%"
"2025-03-12","651.31","642.88","656.38","642.81","","1.54%"
"2025-03-11","641.46","630.45","641.46","621.37","","0.39%"
"2025-03-10","638.98","634.12","640.06","629.74","","1.26%"
"2025-03-07","631.01","637.61","640.60","631.01","","-2.07%"
"2025-03-06","644.32","644.59","648.05","639.68","","0.83%"
"2025-03-05","639.00","645.22","646.44","634.77","","-1.15%"
"2025-03-04","646.46","652.73","653.01","637.95","","-1.80%"
"2025-03-03","658.30","660.24","663.52","657.25","","0.69%"
"2025-02-28","653.77","663.89","667.63","648.66","","-2.21%"
"2025-02-27","668.56","668.57","673.01","667.24","","-0.03%"
"2025-02-26","668.74","673.69","676.23","662.73","","-0.72%"
"2025-02-25","673.56","672.33","677.29","670.76","","-0.98%"
"2025-02-21","680.22","681.17","685.78","677.70","","-0.46%"
"2025-02-20","683.37","685.28","689.12","682.19","","-0.26%"
"2025-02-19","685.12","687.63","689.70","683.34","","-0.28%"
"2025-02-18","687.04","682.90","691.04","682.69","","0.82%"
"2025-02-17","681.46","678.32","690.25","677.86","","0.65%"
"2025-02-14","677.06","688.43","688.58","675.82","","-1.51%"
"2025-02-13","687.45","693.92","693.92","682.81","","-0.75%"
"2025-02-12","692.66","685.56","693.22","682.74","","1.38%"
"2025-02-10","683.23","671.54","684.38","671.04","","1.65%"
"2025-02-07","672.12","669.06","674.78","668.77","","0.30%"
"2025-02-06","670.13","655.72","670.19","655.72","","2.33%"
"2025-02-05","654.88","649.23","654.88","648.79","","1.09%"
"2025-02-04","647.80","646.50","651.34","645.18","","0.88%"
"2025-02-03","642.15","644.52","646.42","639.38","","-1.31%"
"2025-01-31","650.67","651.83","651.83","647.03","","-0.30%"
"2025-01-30","652.60","654.79","657.00","651.11","","-0.52%"
"2025-01-29","655.99","649.47","659.10","649.41","0.00K","1.28%"
"2025-01-28","647.71","636.15","647.71","635.56","0.00K","1.38%"
"2025-01-27","638.90","643.30","645.89","638.64","0.00K","-0.28%"
"2025-01-24","640.72","625.97","641.95","625.67","0.00K","2.56%"
"2025-01-23","624.73","629.93","629.93","622.22","0.00K","-0.92%"
"2025-01-22","630.56","630.91","634.03","626.54","0.00K","0.42%"
"2025-01-21","627.92","631.58","631.71","624.65","0.00K","-0.53%"
"2025-01-20","631.26","628.25","633.62","626.88","0.00K","0.86%"
"2025-01-17","625.85","626.34","626.34","619.11","0.00K","-0.64%"
"2025-01-16","629.86","636.46","638.18","628.63","0.00K","-0.20%"
"2025-01-15","631.11","638.52","640.40","629.96","0.00K","-0.91%"
"2025-01-14","636.92","641.63","643.18","633.91","0.00K","-1.21%"
"2025-01-10","644.72","640.93","645.63","639.97","0.00K","0.20%"
"2025-01-09","643.42","640.17","644.71","638.25","0.00K","-0.04%"
"2025-01-08","643.67","637.45","644.51","636.42","0.00K","0.43%"
"2025-01-07","640.94","638.97","640.94","637.02","0.00K","0.98%"
"2025-01-06","634.71","646.46","648.71","634.43","0.00K","-1.47%"
"2024-12-30","644.18","644.77","650.41","643.60","0.00K","-0.10%"
"2024-12-27","644.82","637.38","649.11","636.97","0.00K","2.00%"
"2024-12-26","632.16","634.02","636.50","629.51","0.00K","0.11%"
"2024-12-25","631.46","632.23","637.18","628.70","0.00K","0.21%"
"2024-12-24","630.12","629.94","630.90","625.59","0.00K","-0.01%"
"2024-12-23","630.16","628.31","633.07","627.92","0.00K","0.84%"
"2024-12-20","624.89","631.20","633.58","624.65","0.00K","-0.94%"
"2024-12-19","630.85","626.66","631.80","626.12","0.00K","-0.79%"
"2024-12-18","635.85","633.81","641.88","632.66","0.00K","0.06%"
"2024-12-17","635.44","638.17","638.38","632.94","0.00K","-0.44%"
"2024-12-16","638.27","643.45","643.49","636.84","0.00K","-1.01%"
"2024-12-13","644.81","646.99","648.46","643.12","0.00K","0.49%"
"2024-12-12","641.64","643.87","647.36","641.53","0.00K","0.48%"
"2024-12-11","638.58","640.36","641.27","635.95","0.00K","-0.30%"
"2024-12-10","640.47","641.62","641.91","638.88","0.00K","-0.36%"
"2024-12-09","642.81","637.85","644.49","637.01","0.00K","1.38%"
"2024-12-06","634.03","636.32","636.85","631.01","0.00K","-0.73%"
"2024-12-05","638.72","639.71","643.35","637.51","0.00K","0.10%"
"2024-12-04","638.08","644.84","644.84","636.74","0.00K","-1.34%"
"2024-12-03","646.75","643.88","647.25","642.84","0.00K","0.78%"
"2024-12-02","641.72","645.08","645.20","639.34","0.00K","-0.35%"
"2024-11-29","643.97","634.64","645.08","632.26","0.00K","1.51%"
"2024-11-28","634.38","633.62","638.46","632.19","0.00K","0.06%"
"2024-11-27","633.97","636.05","636.05","628.97","0.00K","-0.24%"
"2024-11-26","635.47","639.65","639.65","632.04","0.00K","-0.42%"
"2024-11-25","638.18","640.15","642.51","636.81","0.00K","0.53%"
"2024-11-22","634.81","638.34","639.85","632.80","0.00K","-0.13%"
"2024-11-21","635.64","635.29","639.13","632.31","0.00K","0.71%"
"2024-11-20","631.16","634.76","640.42","631.15","0.00K","-0.01%"
"2024-11-19","631.21","621.02","633.08","621.02","0.00K","1.93%"
"2024-11-18","619.26","622.71","624.48","617.87","0.00K","-1.07%"
"2024-11-15","625.95","624.85","628.09","619.31","","0.12%"
"2024-11-14","625.23","628.10","630.05","621.68","","-0.57%"
"2024-11-13","628.84","631.13","637.23","627.74","","-0.42%"
"2024-11-12","631.50","633.75","637.97","629.89","","0.02%"
"2024-11-11","631.38","625.93","631.38","625.11","","0.72%"
"2024-11-08","626.88","624.65","631.11","623.34","","0.66%"
"2024-11-07","622.74","625.23","630.47","619.82","","0.21%"
"2024-11-06","621.45","619.56","624.78","616.61","","0.54%"
"2024-11-05","618.13","622.74","623.20","614.80","","-0.30%"
"2024-11-01","619.96","622.09","624.05","619.45","","-1.64%"
"2024-10-31","630.28","625.86","630.76","623.04","","0.72%"
"2024-10-30","625.76","623.90","626.99","621.12","","0.52%"
"2024-10-29","622.54","610.68","623.10","610.47","","2.08%"
"2024-10-28","609.88","587.68","610.44","587.68","","3.49%"
"2024-10-25","589.30","598.50","599.60","587.56","","-1.68%"
"2024-10-24","599.35","598.47","601.17","593.48","","-0.78%"
"2024-10-23","604.09","614.22","614.44","603.31","","-1.76%"
"2024-10-22","614.90","629.01","629.01","614.20","","-2.69%"
"2024-10-21","631.91","623.23","633.84","621.97","","1.37%"
"2024-10-18","623.37","626.82","628.86","621.65","","-0.69%"
"2024-10-17","627.70","632.67","635.07","627.48","","-0.79%"
"2024-10-16","632.67","633.96","639.00","630.86","","-1.25%"
"2024-10-15","640.69","642.25","642.37","633.77","","0.39%"
"2024-10-11","638.19","639.89","642.56","638.19","","-0.27%"
"2024-10-10","639.94","647.39","648.71","639.09","","-1.13%"
"2024-10-09","647.24","644.60","651.06","643.85","","0.99%"
"2024-10-08","640.92","645.48","648.03","640.22","","-1.40%"
"2024-10-07","650.01","654.68","656.93","648.20","","0.43%"
"2024-10-04","647.20","649.16","655.87","646.28","","-0.48%"
"2024-10-03","650.33","654.09","654.24","645.78","","0.89%"
"2024-10-02","644.58","659.03","659.81","643.99","","-3.19%"
"2024-10-01","665.79","656.92","668.26","653.49","","2.02%"
"2024-09-30","652.63","663.51","667.17","652.44","","-3.42%"
"2024-09-27","675.75","665.21","676.75","665.21","","2.13%"
"2024-09-26","661.65","656.39","661.65","655.16","","0.92%"
"2024-09-25","655.65","661.08","662.27","655.07","","-0.83%"
"2024-09-24","661.17","670.92","670.92","661.17","","-0.74%"
"2024-09-20","666.08","668.62","670.26","663.60","","0.61%"
"2024-09-19","662.06","648.11","665.12","648.11","","3.42%"
"2024-09-18","640.19","644.77","648.95","634.68","","0.20%"
"2024-09-17","638.89","646.34","648.53","631.95","","-0.87%"
"2024-09-13","644.48","652.26","653.04","644.00","","-1.35%"
"2024-09-12","653.27","641.82","653.27","640.98","","3.34%"
"2024-09-11","632.14","651.93","654.62","624.27","","-2.87%"
"2024-09-10","650.82","648.54","654.03","643.69","","0.87%"
"2024-09-09","645.21","631.06","648.11","625.26","","0.21%"
"2024-09-06","643.88","658.26","659.33","640.08","","-1.93%"
"2024-09-05","656.58","646.18","665.88","646.18","","0.74%"
"2024-09-04","651.78","667.74","668.82","650.69","","-4.23%"
"2024-09-03","680.57","667.62","681.13","667.09","","1.94%"
"2024-09-02","667.65","672.35","672.35","662.89","","-0.20%"
"2024-08-30","669.01","663.14","669.01","662.81","","1.14%"
"2024-08-29","661.49","658.53","667.53","657.14","","-0.47%"
"2024-08-28","664.64","677.26","677.51","661.80","","-2.30%"
"2024-08-27","680.30","669.43","680.91","666.05","","1.27%"
"2024-08-26","671.79","645.59","671.79","645.59","","4.88%"
"2024-08-23","640.52","638.99","640.52","634.41","","0.21%"
"2024-08-22","639.19","632.13","642.39","631.91","","1.34%"
"2024-08-21","630.74","629.07","636.78","629.07","","-0.64%"
"2024-08-20","634.78","621.12","634.84","620.81","","3.72%"
"2024-08-19","612.03","611.18","624.35","609.18","","0.48%"
"2024-08-16","609.11","602.15","609.65","601.24","","2.76%"
"2024-08-15","592.74","591.98","596.33","588.81","","-0.03%"
"2024-08-14","592.90","583.89","594.06","579.35","","1.89%"
"2024-08-13","581.92","565.44","582.23","565.34","","3.59%"
"2024-08-09","561.78","563.14","568.47","550.44","","0.73%"
"2024-08-08","557.73","546.60","566.66","546.60","","1.15%"
"2024-08-07","551.37","526.55","561.99","526.55","","3.29%"
"2024-08-06","533.79","495.88","540.29","495.88","","10.06%"
"2024-08-05","485.02","563.75","563.75","482.29","","-15.84%"
"2024-08-02","576.29","609.68","609.71","576.27","","-7.53%"
"2024-08-01","623.25","641.96","642.78","620.68","","-3.85%"
"2024-07-31","648.20","642.17","648.20","635.14","","0.28%"
"2024-07-30","646.37","653.57","653.84","641.10","","-1.32%"
"2024-07-29","655.02","648.45","655.30","646.87","","1.88%"
"2024-07-26","642.91","642.27","650.32","642.27","","0.37%"
"2024-07-25","640.56","639.00","645.61","638.27","","-1.18%"
"2024-07-24","648.21","659.59","663.73","648.21","","-1.92%"
"2024-07-23","660.90","662.01","668.74","658.52","","0.56%"
"2024-07-22","657.25","675.11","675.11","656.20","","-2.73%"
"2024-07-19","675.73","687.40","688.19","674.91","","-2.09%"
"2024-07-18","690.17","690.01","697.56","690.01","","-0.71%"
"2024-07-17","695.11","687.05","697.23","687.05","","2.02%"
"2024-07-16","681.33","680.51","684.40","678.71","","0.62%"
"2024-07-12","677.13","655.19","678.82","655.19","","3.24%"
"2024-07-11","655.86","655.89","657.09","648.93","0.00K","0.21%"
"2024-07-10","654.51","658.09","658.95","650.15","0.00K","-0.52%"
"2024-07-09","657.93","659.88","663.27","655.99","0.00K","-0.15%"
"2024-07-08","658.93","658.73","660.14","655.83","0.00K","0.23%"
"2024-07-05","657.45","653.86","658.17","652.83","0.00K","0.54%"
"2024-07-04","653.92","655.76","659.70","653.14","0.00K","0.14%"
"2024-07-03","653.03","648.35","653.62","648.35","0.00K","1.08%"
"2024-07-02","646.04","650.54","651.82","644.50","0.00K","-0.49%"
"2024-07-01","649.20","663.72","663.93","649.20","0.00K","-1.82%"
"2024-06-28","661.24","670.17","671.45","660.27","0.00K","-1.06%"
"2024-06-27","668.30","655.04","671.03","655.04","0.00K","2.02%"
"2024-06-26","655.08","651.18","657.86","650.30","0.00K","1.20%"
"2024-06-25","647.30","639.85","648.43","639.77","0.00K","1.34%"
"2024-06-24","638.77","638.70","642.02","637.02","0.00K","0.12%"
"2024-06-21","637.98","638.69","644.43","637.98","0.00K","-0.03%"
"2024-06-20","638.15","631.80","638.15","631.80","0.00K","1.51%"
"2024-06-19","628.68","634.70","636.72","627.54","0.00K","-0.67%"
"2024-06-18","632.90","639.93","642.50","632.90","0.00K","-0.84%"
"2024-06-17","638.23","637.87","638.72","632.30","0.00K","-0.08%"
"2024-06-14","638.73","627.61","639.76","627.61","0.00K","0.63%"
"2024-06-13","634.71","638.04","642.94","634.71","0.00K","0.01%"
"2024-06-12","634.66","631.68","636.52","631.68","0.00K","0.50%"
"2024-06-11","631.49","628.28","633.99","626.87","0.00K","0.91%"
"2024-06-10","625.78","618.65","625.84","618.39","0.00K","0.67%"
"2024-06-07","621.64","612.20","622.18","612.20","0.00K","1.49%"
"2024-06-06","612.53","626.22","626.59","612.53","0.00K","-1.71%"
"2024-06-05","623.17","629.76","632.41","622.59","0.00K","-1.29%"
"2024-06-04","631.29","616.65","633.52","616.65","0.00K","2.37%"
"2024-06-03","616.66","620.33","620.55","615.44","0.00K","-0.30%"
"2024-05-31","618.49","601.24","618.54","601.02","0.00K","2.69%"
"2024-05-30","602.27","595.96","604.57","594.16","0.00K","-0.18%"
"2024-05-29","603.35","616.99","616.99","603.35","0.00K","-2.54%"
"2024-05-28","619.06","616.03","625.07","616.03","0.00K","0.90%"
"2024-05-27","613.54","609.06","614.13","604.94","0.00K","0.89%"
"2024-05-24","608.14","607.36","613.50","605.81","0.00K","-1.19%"
"2024-05-23","615.48","627.58","627.63","614.84","0.00K","-1.47%"
"2024-05-22","624.66","631.80","632.75","624.66","0.00K","-1.38%"
"2024-05-21","633.41","644.41","646.87","633.41","0.00K","-1.41%"
"2024-05-20","642.45","632.42","648.52","632.42","0.00K","1.50%"
"2024-05-17","632.98","631.42","634.63","628.35","0.00K","-0.33%"
"2024-05-16","635.09","644.88","645.23","628.70","0.00K","-1.31%"
"2024-05-15","643.52","659.09","659.09","643.51","0.00K","-2.39%"
"2024-05-14","659.26","651.43","659.87","651.43","0.00K","1.33%"
"2024-05-13","650.60","649.49","651.79","644.70","0.00K","0.06%"
"2024-05-10","650.23","655.63","655.72","647.51","0.00K","-0.42%"
"2024-05-09","652.97","654.97","657.16","647.02","0.00K","-0.29%"
"2024-05-08","654.89","654.03","665.01","652.92","","-0.22%"
"2024-05-07","656.31","650.41","657.21","650.02","","2.08%"
"2024-05-02","642.96","644.44","648.67","642.18","","-0.51%"
"2024-05-01","646.25","641.72","649.42","640.58","","-0.18%"
"2024-04-30","647.40","649.28","650.26","645.30","","0.43%"
"2024-04-26","644.61","641.52","647.61","636.91","","0.70%"
"2024-04-25","640.12","650.90","651.11","640.12","","-2.36%"
"2024-04-24","655.60","655.45","660.26","655.11","","0.76%"
"2024-04-23","650.64","655.75","659.26","646.63","","-0.09%"
"2024-04-22","651.25","642.41","651.25","640.68","","1.96%"
"2024-04-19","638.74","656.63","656.96","629.46","","-3.20%"
"2024-04-18","659.87","646.02","664.44","646.02","","1.50%"
"2024-04-17","650.12","662.50","663.62","648.72","","-1.74%"
"2024-04-16","661.60","671.87","672.80","660.83","","-2.81%"
"2024-04-15","680.75","681.22","684.56","679.68","","-0.96%"
"2024-04-12","687.37","694.30","696.90","687.37","","-0.68%"
"2024-04-11","692.10","694.71","695.75","690.12","","-1.46%"
"2024-04-10","702.37","703.98","709.26","701.60","","0.12%"
"2024-04-09","701.55","696.58","702.92","696.22","","0.62%"
"2024-04-08","697.26","694.97","698.37","692.93","","0.90%"
"2024-04-05","691.04","687.23","692.63","681.52","","-0.74%"
"2024-04-04","696.22","704.79","704.79","694.60","","-0.58%"
"2024-04-03","700.25","706.85","711.33","699.36","","-1.90%"
"2024-04-02","713.83","732.42","732.42","713.83","","-2.83%"
"2024-04-01","734.62","747.58","747.58","732.28","","-1.58%"
"2024-03-29","746.45","736.90","747.80","736.48","","1.59%"
"2024-03-28","734.79","739.05","744.09","734.65","","-0.60%"
"2024-03-27","739.23","744.11","747.30","739.23","","-0.65%"
"2024-03-26","744.03","748.25","749.68","741.22","","-0.83%"
"2024-03-25","750.24","754.28","762.63","750.24","","-0.66%"
"2024-03-22","755.22","756.48","756.49","748.30","","-0.08%"
"2024-03-21","755.80","754.62","760.53","752.43","","1.30%"
"2024-03-19","746.07","739.09","747.27","737.72","","0.76%"
"2024-03-18","740.45","726.73","740.57","726.73","","2.63%"
"2024-03-15","721.48","730.64","731.57","718.72","","-2.26%"
"2024-03-14","738.20","738.87","741.70","729.31","","-0.12%"
"2024-03-13","739.11","754.54","756.56","736.57","","-1.66%"
"2024-03-12","751.57","733.16","751.57","727.32","","1.94%"
"2024-03-11","737.29","745.20","747.48","732.27","","-2.34%"
"2024-03-08","754.96","759.31","766.94","752.17","","-1.41%"
"2024-03-07","765.78","778.37","787.23","762.64","","-1.29%"
"2024-03-06","775.76","760.41","778.31","758.33","","1.08%"
"2024-03-05","767.44","761.25","767.83","751.80","","0.10%"
"2024-03-04","766.69","768.11","782.76","766.69","","0.40%"
"2024-03-01","763.60","772.38","773.71","761.46","","-1.14%"
"2024-02-29","772.39","775.48","775.48","762.72","","-0.94%"
"2024-02-28","779.71","774.67","784.78","774.67","","0.55%"
"2024-02-27","775.46","766.51","775.78","761.81","","1.53%"
"2024-02-26","763.80","746.75","767.35","742.95","","2.92%"
"2024-02-22","742.11","753.10","753.76","736.28","","-0.43%"
"2024-02-21","745.35","761.32","761.32","744.54","","-2.60%"
"2024-02-20","765.22","767.63","770.48","762.69","","-0.04%"
"2024-02-19","765.49","755.70","765.92","755.05","","1.62%"
"2024-02-16","753.25","728.26","754.44","727.43","","3.80%"
"2024-02-15","725.70","726.90","729.55","719.12","","0.37%"
"2024-02-14","723.05","715.58","725.64","713.49","","0.36%"
"2024-02-13","720.48","714.13","722.52","712.19","","1.54%"
"2024-02-09","709.52","710.50","716.79","708.99","","0.08%"
"2024-02-08","708.96","711.83","715.66","705.04","","-0.11%"
"2024-02-07","709.74","714.38","716.52","704.78","","-0.93%"
"2024-02-06","716.41","712.65","719.67","706.84","","0.16%"
"2024-02-05","715.27","707.67","717.07","703.46","","1.19%"
"2024-02-02","706.87","705.58","714.24","705.52","","0.64%"
"2024-02-01","702.40","706.30","710.68","700.97","","-1.35%"
"2024-01-31","712.04","711.10","712.04","703.03","","-0.37%"
"2024-01-30","714.72","714.78","717.94","707.26","","0.58%"
"2024-01-29","710.57","715.38","716.40","709.57","","-0.50%"
"2024-01-26","714.12","713.39","724.71","711.45","","-0.66%"
"2024-01-25","718.85","709.06","718.94","702.38","","1.27%"
"2024-01-24","709.87","706.20","713.26","706.07","","0.37%"
"2024-01-23","707.28","712.89","716.86","702.70","","-0.28%"
"2024-01-22","709.25","697.21","710.58","693.68","","2.46%"
"2024-01-19","692.20","690.82","696.40","688.57","","0.92%"
"2024-01-18","685.90","686.99","692.68","683.34","","-0.46%"
"2024-01-17","689.08","707.37","707.62","689.08","","-2.53%"
"2024-01-16","706.96","713.68","720.69","706.75","","-0.45%"
"2024-01-15","710.13","709.36","710.93","703.56","","0.19%"
"2024-01-12","708.76","707.40","710.45","697.72","","0.36%"
"2024-01-11","706.19","711.75","712.31","703.72","","-0.21%"
"2024-01-10","707.69","704.78","710.66","701.46","","0.29%"
"2024-01-09","705.64","701.50","709.05","697.34","","1.64%"
"2024-01-05","694.28","712.03","712.03","694.28","","-2.59%"
"2024-01-04","712.73","697.43","713.12","689.79","","0.89%"
"2023-12-29","706.41","705.18","710.22","701.77","","-0.15%"
"2023-12-28","707.50","690.61","707.50","685.78","","2.30%"
"2023-12-27","691.58","677.09","691.91","675.15","","2.51%"
"2023-12-26","674.65","677.04","681.86","673.93","","0.11%"
"2023-12-25","673.93","681.13","681.55","673.23","","-0.56%"
"2023-12-22","677.74","683.67","687.16","676.95","","-0.35%"
"2023-12-21","680.12","681.73","685.01","679.45","","-1.17%"
"2023-12-20","688.17","690.84","697.85","688.17","","0.23%"
"2023-12-19","686.60","673.20","686.60","670.03","","2.04%"
"2023-12-18","672.88","677.64","678.86","666.63","","-0.69%"
"2023-12-15","677.57","665.83","680.34","664.78","","2.35%"
"2023-12-14","662.01","674.38","679.15","659.80","","-0.45%"
"2023-12-13","664.97","665.62","668.75","661.18","","0.23%"
"2023-12-12","663.43","680.70","680.99","662.44","","-2.04%"
"2023-12-11","677.24","680.70","684.15","675.95","","0.35%"
"2023-12-08","674.87","676.12","682.23","673.37","","-1.09%"
"2023-12-07","682.28","693.98","694.23","682.28","","-2.32%"
"2023-12-06","698.49","699.36","702.77","691.57","","0.68%"
"2023-12-05","693.79","706.75","706.75","693.79","","-2.75%"
"2023-12-04","713.40","703.50","715.45","699.62","","1.81%"
"2023-12-01","700.75","714.72","714.72","700.75","","-2.22%"
"2023-11-30","716.65","722.47","725.11","711.07","","-0.60%"
"2023-11-29","720.97","710.39","724.30","710.39","","1.39%"
"2023-11-28","711.12","713.81","714.51","707.34","","-0.24%"
"2023-11-27","712.83","719.95","725.27","710.73","","-0.58%"
"2023-11-24","716.99","716.16","723.89","715.90","","0.55%"
"2023-11-22","713.10","717.54","719.47","710.00","","-1.40%"
"2023-11-21","723.26","716.17","723.59","712.42","","1.79%"
"2023-11-20","710.52","695.15","712.37","695.06","","2.33%"
"2023-11-17","694.37","688.93","696.93","686.70","","0.47%"
"2023-11-16","691.14","689.73","694.33","683.02","","-0.09%"
"2023-11-15","691.74","681.07","694.19","681.07","","2.88%"
"2023-11-14","672.37","680.07","680.07","667.54","","-0.84%"
"2023-11-13","678.06","682.26","686.13","675.74","","-0.16%"
"2023-11-10","679.16","682.65","682.65","673.40","","-1.86%"
"2023-11-09","692.00","689.38","693.36","683.05","","0.37%"
"2023-11-08","689.45","699.11","703.74","685.64","","-0.51%"
"2023-11-07","693.00","688.85","696.82","686.09","","0.01%"
"2023-11-06","692.94","674.49","694.46","674.37","","4.38%"
"2023-11-02","663.86","647.65","663.86","647.39","","3.40%"
"2023-11-01","642.06","653.61","653.61","637.17","","-0.97%"
"2023-10-31","648.36","638.69","648.66","631.68","","1.16%"
"2023-10-30","640.94","636.75","645.33","636.75","","-0.17%"
"2023-10-27","642.00","635.15","642.00","627.99","","1.54%"
"2023-10-26","632.29","638.46","642.09","631.53","","-2.33%"
"2023-10-25","647.37","655.36","659.18","647.37","","-0.57%"
"2023-10-24","651.09","638.89","652.58","618.70","","2.47%"
"2023-10-23","635.40","653.54","656.95","633.80","","-3.33%"
"2023-10-20","657.30","653.92","662.04","643.92","","-0.34%"
"2023-10-19","659.51","664.39","666.90","656.98","","-2.01%"
"2023-10-18","673.03","667.93","673.86","662.06","","0.96%"
"2023-10-17","666.61","669.50","677.61","664.89","","0.96%"
"2023-10-16","660.27","675.92","675.92","658.94","","-3.36%"
"2023-10-13","683.24","702.98","702.98","683.10","","-3.58%"
"2023-10-12","708.63","699.21","709.14","697.83","","1.31%"
"2023-10-11","699.48","709.63","712.36","699.44","","-1.22%"
"2023-10-10","708.09","706.84","711.99","705.06","","0.97%"
"2023-10-06","701.27","700.06","702.88","691.84","","0.12%"
"2023-10-05","700.42","685.70","701.61","685.70","","3.34%"
"2023-10-04","677.80","686.51","691.03","677.80","","-2.89%"
"2023-10-03","697.97","713.75","715.63","697.95","","-2.66%"
"2023-10-02","717.03","732.19","735.95","717.03","","-1.73%"
"2023-09-29","729.64","729.33","735.24","726.57","","0.60%"
"2023-09-28","725.29","731.31","733.91","722.07","","-0.75%"
"2023-09-27","730.77","719.11","730.77","719.11","","1.20%"
"2023-09-26","722.12","731.69","731.69","722.12","","-1.33%"
"2023-09-25","731.82","727.38","733.04","726.88","","0.72%"
"2023-09-22","726.61","706.40","729.11","706.40","","1.98%"
"2023-09-21","712.52","727.57","727.82","710.94","","-2.67%"
"2023-09-20","732.04","735.65","740.82","732.04","","-0.69%"
"2023-09-19","737.13","738.41","740.33","731.86","","-0.37%"
"2023-09-15","739.90","743.10","744.72","737.61","","-0.15%"
"2023-09-14","741.04","737.81","741.79","735.38","","0.47%"
"2023-09-13","737.54","737.42","741.54","736.19","","-0.14%"
"2023-09-12","738.56","739.56","746.93","736.61","","0.34%"
"2023-09-11","736.05","748.65","752.47","736.05","","-1.89%"
"2023-09-08","750.25","749.46","753.59","747.14","","-0.64%"
"2023-09-07","755.08","761.66","762.57","751.49","","-1.55%"
"2023-09-06","766.95","767.16","770.00","764.66","","-0.24%"
"2023-09-05","768.79","758.32","771.09","758.32","","1.41%"
"2023-09-04","758.09","760.11","764.27","756.09","","-0.07%"
"2023-09-01","758.61","758.54","759.39","751.60","","-0.21%"
"2023-08-31","760.17","763.57","766.73","759.81","","-0.18%"
"2023-08-30","761.52","768.29","768.49","760.06","","-0.43%"
"2023-08-29","764.79","750.78","765.41","750.78","","2.24%"
"2023-08-28","748.05","749.12","752.36","747.01","","0.40%"
"2023-08-25","745.04","734.33","748.09","732.53","","0.27%"
"2023-08-24","743.00","750.36","751.88","741.04","","-0.38%"
"2023-08-23","745.83","735.77","746.01","735.77","","1.45%"
"2023-08-22","735.15","739.26","743.20","732.68","","0.08%"
"2023-08-21","734.57","715.76","737.21","715.61","","2.82%"
"2023-08-18","714.39","712.19","721.95","708.22","","-0.93%"
"2023-08-17","721.12","721.01","723.08","708.75","","-0.74%"
"2023-08-16","726.50","736.64","736.75","726.50","","-2.02%"
"2023-08-15","741.49","751.55","751.55","737.34","","-0.95%"
"2023-08-14","748.61","760.94","763.27","748.03","","-1.44%"
"2023-08-10","759.51","756.61","759.75","752.39","","-0.40%"
"2023-08-09","762.56","757.20","763.99","757.17","","0.59%"
"2023-08-08","758.08","770.09","770.53","758.08","","-1.65%"
"2023-08-07","770.77","758.31","770.98","753.78","","0.85%"
"2023-08-04","764.29","758.87","766.84","758.87","","0.38%"
"2023-08-03","761.40","763.04","767.85","761.40","","-1.36%"
"2023-08-02","771.93","775.95","778.67","770.80","","-1.11%"
"2023-08-01","780.62","779.79","786.05","776.25","","0.42%"
"2023-07-31","777.32","770.85","778.01","770.50","","1.74%"
"2023-07-28","764.04","762.51","768.87","753.17","","-1.03%"
"2023-07-27","771.96","767.61","774.81","767.61","","0.25%"
"2023-07-26","770.03","767.26","771.94","763.75","","0.26%"
"2023-07-25","768.05","769.58","769.67","764.10","","-0.28%"
"2023-07-24","770.21","768.98","773.52","767.35","","0.61%"
"2023-07-21","765.53","770.43","770.47","762.70","","-1.47%"
"2023-07-20","776.98","785.09","785.09","776.98","","-1.58%"
"2023-07-19","789.47","788.21","789.69","785.30","","0.60%"
"2023-07-18","784.77","787.37","791.18","782.55","","0.01%"
"2023-07-14","784.72","796.00","798.30","781.83","","-0.65%"
"2023-07-13","789.84","778.25","790.00","773.51","","2.11%"
"2023-07-12","773.54","789.27","789.90","773.26","","-1.84%"
"2023-07-11","788.03","788.04","794.68","786.61","","0.75%"
"2023-07-10","782.20","784.05","790.21","780.59","","-0.64%"
"2023-07-07","787.27","775.55","791.08","775.55","","0.18%"
"2023-07-06","785.87","800.99","802.67","784.34","","-3.07%"
"2023-07-05","810.74","812.93","814.27","805.72","","-0.84%"
"2023-07-04","817.64","814.80","818.44","810.27","","-0.13%"
"2023-07-03","818.68","821.12","823.50","817.02","","0.33%"
"2023-06-30","815.97","806.42","816.28","801.15","","0.66%"
"2023-06-29","810.65","812.31","820.44","807.11","","0.54%"
"2023-06-28","806.27","808.42","810.38","799.65","","0.95%"
"2023-06-27","798.66","801.91","806.70","789.01","","-1.56%"
"2023-06-26","811.30","821.13","827.89","808.85","","-2.29%"
"2023-06-23","830.29","854.51","854.93","820.69","","-1.77%"
"2023-06-22","845.27","858.07","863.80","843.67","","-2.25%"
"2023-06-21","864.77","854.12","871.35","853.36","","0.75%"
"2023-06-20","858.34","852.36","858.34","842.26","","0.70%"
"2023-06-19","852.37","836.05","858.56","833.95","","2.65%"
"2023-06-16","830.37","801.01","830.62","801.01","","4.46%"
"2023-06-15","794.93","797.52","800.87","793.71","","-0.35%"
"2023-06-14","797.75","808.79","810.97","795.72","","-1.05%"
"2023-06-13","806.22","806.28","813.97","804.26","","1.07%"
"2023-06-12","797.67","776.39","798.07","775.55","","3.22%"
