Code,Year,Total Assets,Net Assets,Shareholders' Equity,Retained Earnings,Short-Term Loans,Long-Term Loans,BPS,Equity Ratio,Sales,Operating Profit,Ordinary Profit,Net Profit,EPS,ROE,ROA
6463,2024/03,290109000000,189640000000,116735000000,108974000000,22894000000,8995000000,4666.99,54.2,193834000000,12526000000,16066000000,8195000000,243.07,5.21,2.82
6464,2024/12,174721000000,61508000000,61472000000,15486000000,11356000000,81294000000,1543.02,35.2,75921000000,814000000,-,912000000,22.91,1.48,0.52
6465,2024/12,543944000000,382677000000,303846000000,295561000000,-,-,2558.12,66.9,445495000000,51479000000,57823000000,37170000000,258.48,10.21,6.83
6466,2024/09,15090257000,11029147000,9953096000,6742626000,70000000,130018000,4709.68,73.1,11220614000,1027603000,1134137000,721832000,308.37,6.54,4.78
6467,2024/03,15187194000,10895831000,9368747000,6804295000,1000000000,416720000,1153.08,68.7,11323689000,-42843000,64941000,44995000,4.97,0.43,0.3
6469,2024/02,17974743000,7229132000,6355757000,2881428000,3994770000,1853299000,603.32,35.8,12160519000,230140000,169955000,231879000,32.48,3.6,1.29
6470,2024/03,119457000000,72587000000,63529000000,46929000000,323000000,17374000000,2488.36,60.2,112044000000,2489000000,3236000000,1747000000,60.53,2.43,1.46
6471,2024/03,1298077000000,677954000000,659979000000,375402000000,-,-,1350.52,50.8,788867000000,27391000000,-,8502000000,17.26,1.29,0.65
6472,2024/03,910252000000,280822000000,197253000000,75770000000,125714000000,134264000000,497.82,29,836285000000,28149000000,20001000000,10568000000,19.9,4,1.16
6473,2024/03,1628514000000,822770000000,788984000000,568463000000,61127000000,180820000000,2300.32,48.5,1891504000000,62196000000,-,40257000000,117.37,5.1,2.47
6474,2024/11,334757000000,164665000000,130628000000,111352000000,8824000000,52853000000,6969.15,47.4,239892000000,6636000000,4236000000,3351000000,144.07,2.11,1
6479,2024/03,1416122000000,715724000000,704139000000,415318000000,147238000000,215145000000,1741.25,49.7,1402127000000,73536000000,-,54035000000,133.05,7.67,3.82
6480,2024/03,119187000000,76164000000,65440000000,45451000000,5000000000,11166000000,1104.32,63.8,55048000000,3164000000,4525000000,2674000000,37.81,3.52,2.24
6481,2024/12,567418000000,389795000000,383645000000,260638000000,23371000000,73143000000,3157.33,67.6,352759000000,17349000000,-,10439000000,85.16,2.72,1.84
6482,2024/03,42821381000,34418934000,31779981000,29125446000,-,-,1001.03,79.6,23615543000,2437505000,2586759000,1692366000,49.72,4.97,3.95
6484,2024/03,34464147000,27010414000,25857823000,20531880000,-,-,3388.21,78.4,29799675000,2530088000,2866914000,1980526000,248.77,7.33,5.75
6485,2024/03,45965000000,39039000000,36556000000,29600000000,-,-,1840.75,84.9,32008000000,2466000000,2598000000,1681000000,78.09,4.31,3.66
6486,2024/03,209914000000,125671000000,94956000000,79415000000,14403000000,24735000000,2570.04,55.6,167042000000,8107000000,13799000000,7491000000,160.82,6.42,3.57
6488,2024/03,19340779000,15788601000,14064551000,9987892000,400000000,489994000,1230.44,80.9,8952786000,874793000,1484344000,1133779000,89.03,7.25,5.86
6489,2024/05,41146000000,27895000000,26287000000,17686000000,-,1303000000,1563.19,67.8,36511000000,4875000000,4993000000,3531000000,196.62,12.66,8.58
6490,2024/03,98835000000,69949000000,63516000000,55841000000,750000000,975000000,3000.96,70.8,58605000000,14206000000,15098000000,10780000000,462.55,15.41,10.91
6492,2024/11,14210000000,11179000000,11179000000,9570000000,-,546000000,7169.45,78.7,8169000000,1185000000,1283000000,1102000000,688.48,9.59,7.76
6493,2024/03,62981673000,37045657000,22975260000,14015877000,3945412000,5639168000,990.58,45.2,49478572000,2023219000,2482652000,601012000,20.92,2.11,0.95
6494,2024/03,5643275000,5042159000,5083611000,1642313000,8000000,30937000,114.46,89.3,2127566000,127257000,135610000,790903000,17.95,15.69,14.01
6495,2024/03,8645255000,4178241000,2388652000,500687000,1196900000,331470000,86.82,48.3,6157848000,210878000,208631000,176821000,3.68,4.23,2.05
6496,2024/05,31739131000,24787570000,22985180000,21171355000,800000000,678700000,7020.04,78.1,18608982000,1203058000,1473567000,1020607000,288.54,4.12,3.22
6497,2024/12,21646000000,16057000000,14293419000,13938002000,-,-,2395.16,74.2,12092000000,1117000000,1205000000,396769000,59.23,2.47,1.83
6498,2024/12,172406000000,109809000000,96843000000,70392000000,645000000,2564000000,1246.15,62.9,172042000000,14220000000,15276000000,11824000000,132.64,10.91,6.86
6501,2024/03,12221284000000,5859603000000,5703705000000,4084729000000,37827000000,-,1231.08,46.7,9728716000000,755816000000,-,589896000000,126.91,10.34,4.83
6502,2023/03,3539268000000,1337067000000,1247381000000,-,-,-,2883.27,35.2,3361657000000,110549000000,-,126573000000,292.56,10.15,3.58
6503,2024/03,6167340000000,3866418000000,3739324000000,3102755000000,-,-,1790.63,60.6,5257914000000,328525000000,-,284949000000,135.74,7.62,4.62
6504,2024/03,1271174000000,661472000000,509278000000,423135000000,40259000000,15100000000,4218.4,47.4,1103214000000,106066000000,107822000000,75353000000,527.56,12.51,5.93
6505,2024/05,51652000000,26070000000,19878000000,12299000000,4585000000,6003000000,2794.61,50.5,32140000000,927000000,1487000000,935000000,99.48,3.59,1.81
6506,2024/02,702335000000,408018000000,399338000000,305116000000,26179000000,54156000000,1527.78,56.9,575658000000,66225000000,-,50687000000,193.87,12.69,7.22
6507,2024/03,137062000000,74451000000,54274000000,45622000000,6070000000,12528000000,2640.58,54.3,102657000000,10011000000,10532000000,7506000000,266.22,10.08,5.48
6508,2024/03,334787000000,129488000000,105741000000,78642000000,9912000000,28767000000,2786.31,37.8,287880000000,12731000000,13385000000,11205000000,246.98,8.86,3.35
6513,2024/03,47568000000,26347000000,18585000000,10637000000,-,1840000000,4270.42,50.4,28205000000,-583039000,42000000,-1468000000,-254.95,-,-
6516,2024/03,150688000000,110373000000,110358000000,79373000000,7984000000,3934000000,9253.4,73.2,112904000000,11811000000,-,10477000000,867.51,9.49,6.95
6517,2024/03,100540000000,75843000000,64141000000,63102000000,2265000000,1423000000,3526.42,72.4,73140000000,7089000000,7378000000,5095000000,246.82,7,5.07
6518,2024/03,19533305000,11715336000,11031371000,8338371000,402391000,1055093000,2575.17,60,17666653000,677945000,796307000,493070000,108.48,4.21,2.52
6521,2024/02,19251711000,7610426000,7461530000,652271000,1500000000,6638761000,691.54,39.5,6606974000,-983137000,-766288000,-422303000,-41.58,-,-
6522,2024/08,2657236000,1539297000,1543947000,-58182000,665000000,70012000,216.4,57.9,1578458000,-224846000,-176903000,-389744000,-54.81,-,-
6523,2024/03,564327000000,139163000000,139515000000,-2773000000,36922000000,248123000000,1106.98,24.7,353900000000,1566000000,-,-12893000000,-102.48,-,-
6524,2024/12,28684000000,23430000000,21353000000,15345000000,-,-,867.9,81.7,15924000000,3939000000,4856000000,3252000000,120.48,13.88,11.34
6525,2024/03,375433000000,187388000000,187388000000,142448000000,7500000000,84000000000,804.49,49.9,180838000000,30745000000,-,22374000000,96.82,11.94,5.96
6526,2024/03,186840000000,131020000000,128998000000,63604000000,-,-,733.24,70.1,221246000000,35510000000,37122000000,26134000000,148.39,19.95,13.99
6532,2024/02,99883000000,74127000000,66487000000,71489000000,1050000000,1306000000,427.81,74.2,93909000000,34219000000,-,25382000000,163.32,38.18,25.41
6533,2024/12,12821000000,6125000000,5402555000,3510465000,509500000,1845185000,583.66,44.3,14036000000,801000000,783000000,331752000,33.8,5.84,2.59
6535,2024/07,24488000000,15633000000,15445000000,15446000000,-,-,268.93,63.3,18735000000,3549000000,3459000000,2420000000,42.12,15.62,9.88
6537,2024/12,4083000000,1820000000,1686000000,61000000,500000000,204000000,249.08,42.3,2083000000,22000000,24000000,31000000,4.48,1.8,0.76
6538,2024/03,4023000000,2088000000,2088000000,1540000000,-,828000000,102.09,51.9,3767000000,65000000,66000000,-1601000000,-78.68,-,-
6539,2024/03,11503583000,10333440000,10061534000,8241847000,-,-,409.61,89,4574698000,1623619000,1664919000,1134814000,45.4,11.08,9.86
6540,2024/12,23320000000,13624000000,12751916000,10946265000,-,-,1281.33,58.4,28956000000,1918000000,2006000000,1499000000,142.08,11,6.43
6542,2024/06,9284394000,7529388000,7388284000,6181322000,-,142050000,1170.49,81.1,8526716000,1135221000,1135139000,670617000,104.82,8.91,7.22
6543,2024/02,4574125000,3279409000,3278689000,2805498000,-,293650000,865.56,71.7,5224656000,300238000,285287000,197467000,52.24,6.02,4.32
6544,2024/03,32539000000,16789000000,16647000000,11591000000,3535000000,903000000,185.67,50.8,42216000000,6821132000,6851000000,4515000000,50.7,27.31,13.88
6545,2024/03,3751495000,1388353000,1388334000,952339000,650000000,168189000,261.75,37,4959249000,230234000,271220000,130624000,24.59,9.41,3.48
6546,2024/12,12231000000,6685000000,6446949000,5828013000,120000000,395428000,1245.44,54.7,13813000000,612000000,677000000,457900000,85.31,6.85,3.74
6547,2024/06,26614000000,7824000000,7795000000,6534000000,2600000000,9402000000,564.09,29.4,40969000000,5019000000,4829000000,4888000000,355.51,62.48,18.37
6548,2024/06,3525853000,2190117000,2151275000,-4475330000,-,500000000,109.36,61.3,3342348000,-351990000,-391005000,-353825000,-23.38,-,-
6549,2024/03,7142185000,2910050000,2852794000,2246289000,-,1810598000,1020.42,39.9,18207330000,568460000,575128000,402222000,143.87,14.1,5.63
6550,2024/03,1403494000,502516000,493402000,-1416145000,-,544368000,37.95,35.2,930292000,-510658000,-502187000,-502887000,-38.68,-,-
6551,2024/09,4964260000,1867049000,1772072000,510689000,400000000,194186000,207.12,35.7,16388728000,629956000,626894000,358307000,41.64,20.22,7.22
6552,2024/05,3884000000,2920789000,2905668000,2199108000,-,43314000,167.25,75.2,3497000000,67107000,45000000,-347000000,-19.51,-,-
6554,2024/09,5650000000,3586000000,3568000000,2782000000,-,-,404.44,63.1,13219000000,829000000,860000000,602000000,67.55,16.87,10.65
6555,2024/02,3549988000,2825998000,2860010000,1138903000,150000000,-,712.78,80.6,2391172000,179661000,-,114366000,28.16,4,3.22
6556,2024/03,9406000000,4495000000,4488000000,3817000000,-,-,162.84,47.7,12033000000,1640000000,1678000000,1216000000,44.12,27.09,12.93
6557,2024/03,11657215000,1745230000,1712595000,166079000,360000000,6131303000,279.44,14.9,11818228000,532305000,875776000,353256000,57.36,20.4,3.03
6558,2024/11,3757000000,1493000000,1447132000,-70140000,225000000,1232185000,519.06,38.5,3276000000,93000000,83000000,2000000,0.72,0.14,0.05
6560,2024/12,11402000000,4566000000,4438000000,2944000000,40000000,2981000000,974.87,39.1,16592000000,1107000000,1069000000,973000000,216.33,21.86,8.53
6561,2024/12,10735000000,3477000000,3470310000,3121504000,400000000,404036000,276.98,32.4,6662000000,1732000000,1643000000,1627143000,129.6,46.79,15.16
6562,2024/03,19197059000,7290162000,7248376000,3576991000,1732004000,6138420000,409.29,37.8,8012511000,1538994000,-,1031897000,58.32,14.24,5.38
6563,2024/09,3320161000,1300306000,1300306000,851224000,-,-,244.99,39.2,10608091000,573401000,583028000,66508000,12.65,5.11,2
6564,2024/03,26901101000,12789791000,12758234000,7862738000,4090000000,5184421000,461.33,47.4,9547104000,3538504000,3377669000,1907010000,69,14.95,7.09
6565,2024/03,22860676000,10433467000,10433467000,8092996000,130000000,4937692000,736.02,45.6,9947923000,3612425000,3562917000,2312636000,163.14,22.17,10.12
6566,2024/03,23580034000,18458527000,18166763000,15938725000,220656000,284365000,1163.01,78.3,13503419000,1762840000,1869317000,1285847000,81.02,6.97,5.45
6567,2023/05,5002837000,2154597000,2154597000,796352000,-,1087050000,341,43.1,9792182000,204615000,210260000,136651000,21.62,6.34,2.73
6568,2024/03,18621632000,13086849000,12902073000,9068906000,-,1311719000,1695.35,70.3,9154577000,2081385000,2094830000,1493023000,193.5,11.41,8.02
6569,2023/03,30092000000,14807000000,14563000000,10460000000,-,2019000000,428.13,48.4,90827000000,2268000000,2349000000,1622000000,47.7,11.13,5.39
6570,2024/03,14211621000,3991219000,3895082000,2725982000,-,4542632000,670.47,28.1,14580054000,1082521000,1111031000,646955000,108.69,16.21,4.55
6571,2024/06,32297000000,14170000000,14170000000,7733000000,1392000000,6822000000,1079.74,43.9,24757000000,2115000000,-,1301000000,99.33,9.18,4.03
6572,2024/02,19243542000,11667796000,11654340000,211894000,1500000000,630503000,191.76,60.6,6165703000,520076000,263274000,166023000,2.74,1.42,0.86
6573,2024/12,557000000,342000000,305838000,-352255000,-,110460000,10.7,54.9,455000000,-301000000,-320000000,-337676000,-13.98,-,-
6574,2024/03,3001561000,1643786000,1643786000,561888000,50004000,358326000,379.33,54.8,2588713000,-58578000,-,-198696000,-77.32,-,-
6577,2024/07,2869283000,1151122000,1148642000,132618000,-,742823000,761.11,40,3137160000,263768000,278876000,248621000,170.17,21.67,8.66
6578,2024/02,2377695000,1102814000,1097868000,455687000,453332000,146672000,150.33,46.2,3938768000,119772000,117325000,88788000,12.16,8.09,3.73
6579,2024/03,1482764000,676936000,664395000,-338694000,50000000,163192000,175.25,44.9,2054553000,-2236000,-2351000,-46977000,-12.53,-,-
6580,2024/03,3415173000,2701216000,2705217000,2377474000,-,-,521.39,79.1,2776068000,319751000,314882000,230614000,44.51,8.54,6.75
6584,2024/03,111245000000,48288000000,36735000000,31872000000,17648000000,14392000000,1248.38,40.2,156814000000,8053000000,7296000000,4216000000,117.41,9.44,3.79
6586,2024/03,1055808000000,875206000000,868156000000,669359000000,19891000000,-,3227.06,82.2,741391000000,66169000000,-,43691000000,162.13,5.03,4.14
6588,2024/03,337509000000,96236000000,58683000000,31145000000,2871000000,11533000000,1663.72,26.1,548135000000,15854000000,11004000000,-6707000000,-123.93,-,-
6590,2024/03,91254000000,38735000000,37933000000,26586000000,3650000000,1600000000,2955.85,42.4,67556000000,11687000000,11611000000,8793000000,666.24,22.7,9.64
6592,2024/12,354989000000,319622000000,258327000000,227314000000,-,517000000,2540.5,90,196212000000,21644000000,32448000000,12831000000,101,4.02,3.61
6594,2024/03,3159709000000,1658221000000,1631481000000,1212672000000,42954000000,-,1419.67,51.6,2347159000000,162799000000,-,124455000000,108.3,7.63,3.94
6597,2024/06,4765215000,2487830000,2485399000,2071892000,350000000,525682000,579.3,52.2,6945329000,425979000,426132000,299043000,69.66,12.02,6.28
6599,2024/03,5674847000,4502328000,4427325000,4173361000,-,-,2983.75,79.3,3987626000,486005000,490419000,332057000,220.06,7.38,5.85
6600,2024/03,2864941000000,449766000000,449635000000,-463054000000,826413000000,284899000000,868.85,15.7,1076584000000,-252698000000,-,-243728000000,-470.97,-,-
6612,2024/12,6182000000,4349000000,4325000000,1476000000,100000000,25000000,513.88,70.4,12462000000,12000000,94000000,67000000,7.92,1.54,1.08
6613,2024/03,6146353000,5667791000,5661302000,-642627000,-,667000,135.6,92.1,1247485000,-604014000,-600972000,-642627000,-15.44,-,-
6614,2024/03,5754517000,2548528000,2514707000,1740883000,250000000,178391000,575.83,44.3,7091921000,604553000,639343000,509571000,115.24,19.99,8.86
6615,2024/03,79015000000,19717000000,18359000000,7846000000,21415000000,11813000000,695.57,24.9,131289000000,2043000000,1233000000,1021000000,36.11,5.19,1.29
6616,2024/03,36636141000,20552904000,19186430000,8504353000,-,9124078000,1868.51,56.1,25751982000,-1778180000,-2452114000,-4297717000,-390.74,-,-
6617,2024/03,116627000000,63839000000,56874000000,41920000000,2740000000,2800000000,3631.88,49.9,107378000000,8247000000,8017000000,4668000000,290.27,8.01,4
6618,2023/03,12232006000,4475705000,3663399000,1232287000,1291850000,599686000,483.4,36.6,11960886000,294305000,382676000,188648000,20.79,4.21,1.54
6619,2024/01,171000000000,123797000000,46854000000,-11365000000,15452000000,11858000000,974.4,31.3,48043000000,3865000000,4600000000,939000000,17.07,1.75,0.55
6620,2024/03,27709000000,26646000000,24258000000,6079000000,-,-,628.65,90.8,1137000000,421000000,769000000,536000000,13.4,2.13,1.93
6622,2024/03,277200000000,148595000000,113025000000,94767000000,30192000000,30850000000,5493.61,48.4,188571000000,15145000000,16082000000,16494000000,673.17,12.3,5.95
6623,2024/03,134347000000,74526000000,68110000000,62108000000,3502000000,11712000000,7694.09,54.4,110595000000,7059000000,8312000000,5937000000,625.51,8.13,4.42
6625,2024/03,72602378000,19146765000,19157053000,6381527000,1277500000,40757253000,181.05,26.4,12738880000,6363018000,4993821000,4155737000,39.3,21.7,5.72
6626,2024/03,28251872000,21396272000,17774569000,17249792000,200000000,1253284000,1963.6,75.7,22675589000,3571561000,3879027000,2148294000,191.94,10.04,7.6
6627,2024/12,75357000000,53924000000,33760250000,14446135000,-,12459561000,4111.57,49.6,37108000000,6949000000,7005000000,3509000000,385.73,9.38,4.66
6629,2024/03,36092535000,9813485000,8091028000,4051751000,10775909000,4211652000,727.14,27.2,48623725000,1036891000,1709382000,1001355000,74.3,10.22,2.77
6630,2024/04,29090000000,25113731000,25047128000,24688019000,-,100000000,456.44,86.3,32023000000,416279000,1010000000,398000000,7.23,1.58,1.37
6632,2024/03,316819000000,121220000000,114801000000,40004000000,19194000000,38103000000,761.35,36.2,359459000000,18226000000,-,13016000000,84.34,11.34,4.11
6633,2024/12,6047000000,3231000000,2890811000,2383183000,-,-,335.77,52.8,3927000000,158000000,220000000,121866000,12.83,3.82,2.02
6634,2024/11,5941000000,4331000000,4169486000,-2050689000,-,178572000,113.77,72.7,2130000000,-246000000,-230000000,-289693000,-9.07,-,-
6635,2024/12,29559000000,8019000000,4392204000,2324015000,5692362000,4566939000,1017.71,23.3,38960000000,643000000,679000000,277378000,41.05,4.03,0.94
6637,2024/03,68043741000,46791674000,40065814000,36586037000,480000000,1938500000,3591.37,68.8,52065835000,4921521000,5773124000,4014810000,308.15,8.58,5.9
6638,2024/03,75718693000,27390914000,24633564000,17596764000,18938540000,4887271000,945.99,36,75631146000,5480797000,4882139000,3707497000,128.8,13.61,4.9
6640,2024/12,93804000000,62230000000,51961000000,30842000000,9483000000,6028000000,3349.29,66.2,64548000000,2557000000,3320000000,1230000000,66.31,1.98,1.31
6643,2024/03,31398780000,21101342000,19971405000,16564803000,328000000,-,4214.25,66.5,26731028000,2694207000,3029233000,2090119000,421.88,10.01,6.66
6644,2024/03,95641000000,62532000000,43034000000,27503000000,1874000000,2823000000,1057.45,51.9,95147000000,5874000000,5488000000,2407000000,51.35,4.85,2.52
6645,2024/03,1354729000000,950993000000,786686000000,-,-,-,3995.04,58.1,818761000000,34342000000,-,8105000000,41.17,1.03,0.6
6647,2024/03,8220127000,4732810000,4047666000,2172693000,600677000,360044000,3441.34,57.6,7448222000,342494000,342577000,211837000,154.03,4.48,2.58
6648,2024/03,22410000000,16039000000,15709000000,13970000000,591000000,196000000,5006.97,71.6,21334000000,1134754000,1153000000,744000000,232.27,4.64,3.32
6651,2024/03,161742000000,108696000000,102088000000,91728000000,8000000,16221000000,2860.16,67.1,160709000000,11967000000,12566000000,8715000000,229.76,8.03,5.39
6652,2024/03,107138000000,66006000000,53735000000,41077000000,7000000000,10183000000,2226.94,61.2,72711000000,6276000000,6920000000,4407000000,150.09,6.72,4.11
6653,2024/12,30331000000,15882000000,13970000000,8116000000,2162000000,552000000,1177.02,52.4,29099000000,2016000000,2359000000,1536000000,124.2,9.67,5.06
6654,2024/01,11279181000,10446949000,10088223000,8540450000,120000000,-,1880.31,92.5,3723518000,399587000,425705000,349923000,63.05,3.35,3.1
6655,2024/03,10855127000,6057291000,5474197000,3875880000,1252688000,461612000,1416.65,54.6,8793371000,346959000,434794000,452975000,106.25,7.64,4.17
6656,2024/04,3739515000,1079166000,883607000,-137943000,1500000000,661310000,220.54,23.6,1668357000,-233330000,-263297000,-353827000,-88.34,-,-
6658,2024/03,19696000000,7930000000,8130000000,4700000000,964000000,2786000000,520.36,39.8,28833000000,2307000000,2161000000,1487000000,104.99,18.98,7.55
6659,2024/03,4344442000,2684503000,2316180000,-1659527000,-,315918000,61.95,60.8,3111478000,-165240000,-187254000,-242635000,-7.9,-,-
6662,2024/06,2363938000,2008946000,1976068000,379219000,-,-,133.59,83.6,1016084000,-245991000,-244789000,-344276000,-23.28,-,-
6663,2024/12,4543000000,2531000000,2326936000,559362000,371179000,321746000,417.55,55,3519000000,-54000000,-47000000,-79780000,-13.35,-,-
6664,2024/11,13513000000,4901000000,4901000000,2866913000,243349000,4220376000,969.09,36.3,6342000000,-532000000,-614000000,-672000000,-108.77,-,-
6666,2024/03,10179001000,4448078000,4244323000,2168954000,457662000,2200294000,540.47,43.7,5454341000,8973000,56890000,-133266000,-15.92,-,-
6668,2024/08,26646000000,12096000000,11212000000,9753000000,6650000000,4905000000,1414,45.4,11298000000,1485000000,1612000000,1213000000,141.73,10.03,4.55
6670,2024/03,120727000000,79346000000,73312000000,60941000000,8436000000,6535000000,805.83,65.6,187455000000,17192000000,17087000000,12199000000,124.15,15.41,10.1
6674,2024/03,656663000000,373880000000,258078000000,131542000000,26196000000,29962000000,3289.94,50.3,562897000000,41595000000,43981000000,32064000000,369.74,9.72,4.88
6675,2024/03,41473000000,28368000000,25849000000,10427000000,773000000,630000000,4873.88,68.4,40948000000,3345000000,3406000000,2800000000,479.75,9.87,6.75
6676,2024/03,95936000000,63922000000,62590000000,62097000000,-,-,1955.37,66.6,145773000000,2597000000,2575000000,3012000000,91.79,4.71,3.14
6677,2024/09,39674390000,32168063000,29142127000,21940860000,-,-,3097.78,81.1,25727018000,3059315000,3056651000,2291384000,220.66,7.12,5.78
6678,2024/03,17433874000,13818588000,13818588000,15730645000,-,-,1998.92,79.3,10283851000,1840235000,1870610000,1348130000,172.95,9.76,7.73
6694,2024/12,20087000000,8621000000,5401762000,5208159000,4129600000,2508641000,1646.27,35.7,18072000000,531000000,554000000,40000000,9.21,0.56,0.2
6695,2023/10,2198358000,1191842000,1191842000,728484000,263000000,264530000,5264.32,54.2,3381392000,296694000,298813000,193231000,853.49,16.21,8.79
6696,2024/01,513342000,408111000,406895000,-724835000,-,60000000,84.5,79.3,310965000,-69638000,-76376000,-85810000,-18.47,-,-
6697,2024/12,15121000000,13230000000,13230000000,-,-,-,710.59,87.5,11169000000,3017000000,-,3034000000,163.81,22.93,20.06
6698,2024/03,4537770000,3301889000,2943314000,2312772000,200000000,193899000,533.92,69.6,3203968000,-91033000,-4791000,-168567000,-28.05,-,-
6699,2024/03,82032000000,10280000000,7509000000,-198000000,20222000000,12576000000,1211.06,12.4,93334000000,230000000,1313000000,-1897000000,-226.56,-,-
6701,2024/03,4227514000000,2089523000000,1915613000000,883453000000,84665000000,298279000000,7189.26,45.3,3477262000000,188012000000,-,149521000000,561.25,7.81,3.54
6702,2024/03,3514818000000,1918834000000,1752393000000,1487397000000,-,-,952.76,49.9,3756059000000,160260000000,-,254478000000,135.59,14.52,7.24
6703,2024/03,423399000000,141314000000,135820000000,73622000000,60012000000,50017000000,1628.75,33.3,421854000000,18692000000,18293000000,25649000000,295.93,18.17,6.06
6704,2024/03,46723000000,29987000000,27633000000,11049000000,80000000,6025000000,1921.7,61.2,21290000000,-489000000,-516000000,526000000,45.3,1.84,1.13
6706,2024/03,55237000000,38723000000,35119000000,19570000000,4400000000,1250000000,3917.32,68.6,28864000000,-1787000000,-1537000000,-1977000000,-198.89,-,-
6707,2024/03,383591000000,198619000000,91788000000,9213000000,26422000000,74581000000,4943.38,31.1,235221000000,19539000000,18246000000,-8112000000,-335.96,-,-
6715,2024/03,21287000000,15784000000,14760000000,5653000000,-,-,3532.5,74.2,17220000000,-660000000,-598000000,-1268000000,-283.98,-,-
6718,2024/03,78416000000,64913000000,56664000000,49011000000,-,-,3966.63,82.8,61334000000,5268000000,6130000000,4645000000,283.97,7.16,5.92
6721,2024/12,1195000000,699000000,506308000,-3129016000,100000000,104902000,15.12,57,417000000,-1083000000,-1094000000,-1105000000,-25.25,-,-
6723,2024/12,4490436000000,2542298000000,2537382000000,1308948000000,144137000000,1256535000000,1413.77,56.5,1348479000000,222977000000,-,219084000000,122.51,8.63,4.88
6724,2024/03,1413094000000,811134000000,810992000000,557025000000,-,-,2445.52,57.4,1313998000000,57533000000,-,52616000000,158.68,6.49,3.72
6727,2024/03,79619657000,35968223000,33380481000,29707842000,5000000000,7000000000,247.64,45.2,118794737000,7058013000,9852727000,4561615000,29.64,12.68,5.73
6728,2024/06,388883000000,227957000000,200175000000,175647000000,12967000000,33794000000,4478.17,56.7,261115000000,29771000000,29785000000,20233000000,410.66,9.17,5.2
6730,2024/03,15574000000,12891000000,12401000000,10621000000,-,-,1166.68,81.9,17570000000,2426000000,2449000000,1771000000,162.32,13.88,11.37
6731,2024/09,619161000,200220000,198804000,-1211753000,-,-,7.26,32.1,1163136000,-846674000,-846965000,-1202239000,-64.35,-,-
6734,2024/02,4128065000,2504489000,2502923000,1574053000,-,-,1306.65,60.7,3711062000,362762000,394278000,290859000,151.75,11.61,7.05
6736,2024/03,46838448000,37259391000,28314026000,26543187000,1095392000,257366000,1670.86,79.3,10045586000,312801000,-4114510000,-3777621000,-169.82,-,-
6737,2024/03,164819000000,129424000000,90714000000,85956000000,4897000000,897000000,3145.01,78.5,80471000000,3908000000,6326000000,5454000000,132.54,4.21,3.31
6740,2024/03,223989000000,85661000000,74862000000,-66443000000,33500000000,-,22.01,38.1,239153000000,-34145000000,-33188000000,-44313000000,-7.16,-,-
6741,2024/03,165295000000,96821000000,82874000000,71860000000,18700000000,-,1552.33,58.6,98536000000,6824000000,7893000000,5346000000,85.71,5.52,3.23
6742,2024/03,129563000000,49647000000,43722000000,32871000000,21000000000,7800000000,791.6,38.3,70525000000,2491000000,3259000000,3434000000,54.75,6.92,2.65
6743,2024/03,44668264000,28747000000,21536989000,18869734000,3580220000,993770000,1362.73,54.3,20768994000,1296543000,1395811000,570808000,32.08,2.35,1.28
6744,2024/03,157485000000,125166000000,119784000000,93796000000,-,-,2049.05,78.5,118506000000,11662000000,12242000000,8574000000,142.1,6.93,5.44
6745,2024/03,85233000000,52911000000,48145000000,46180000000,-,-,2127.6,61.9,93485000000,7375000000,7782000000,5661000000,228.2,10.73,6.64
6748,2024/12,30378000000,17270000000,14347769000,6858812000,3500000000,1538342000,1318.45,56.8,25215000000,1772000000,1921000000,1350472000,103.02,7.83,4.45
6750,2024/03,117368000000,86449000000,78480000000,68880000000,500000000,-,1056.59,73.6,110169000000,12380000000,13360000000,9985000000,119.94,11.57,8.51
6752,2024/03,9411195000000,4721903000000,4544076000000,3037982000000,-,-,1946.62,48.3,8496420000000,360962000000,-,443994000000,190.21,9.77,4.72
6753,2024/03,1590032000000,157424000000,50028000000,-90178000000,115969000000,457623000000,219.35,9,2321921000000,-20343000000,-7084000000,-149980000000,-230.99,-,-
6754,2024/03,161085000000,125525000000,125520000000,65696000000,4087000000,-,952.65,77.9,109952000000,8983000000,-,7675000000,58.28,6.11,4.76
6755,2024/03,275634000000,146579000000,122628000000,109302000000,13377000000,195000000,1324.1,50.3,316476000000,5747000000,14375000000,3067000000,29.29,2.21,1.11
6757,2024/01,6725217000,3171998000,2668959000,1516449000,1332500000,172705000,527.27,40.7,7896271000,310068000,351331000,49612000,9.55,1.81,0.74
6758,2024/03,34107490000000,7756105000000,7587177000000,6002407000000,1812605000000,2058117000000,1242.32,22.2,13020768000000,1208831000000,-,970573000000,157.66,12.79,2.85
6762,2024/03,3415304000000,1714941000000,1707332000000,1138732000000,212907000000,400259000000,900.04,50,2103876000000,172893000000,-,124687000000,65.74,7.3,3.65
6763,2024/03,32085804000,27410542000,22526153000,14248739000,45781000,-,2813.15,83.5,15223690000,947445000,1559413000,1362893000,141.13,5.09,4.25
6768,2024/03,114843000000,57796000000,49064000000,20745000000,16152000000,11237000000,703.84,50.1,106622000000,4940000000,4956000000,2240000000,27.41,3.89,1.95
6769,2024/12,10329000000,9592000000,9309155000,9213023000,-,-,879.05,90.9,4614000000,28000000,264000000,339788000,31.82,3.62,3.29
