コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
1407,2023/08,123802000000,31403000000,31337000000,31830000000,17866000000,60078000000,771.93,25.4,43734000000,8499000000,7972000000,6016000000,147.95,19.17,4.86
1414,2023/06,122280000000,98076000000,96334000000,65589000000,-,-,1862.4,80.2,83924000000,18124000000,18637000000,12887000000,243.51,13.15,10.54
1417,2023/03,436752000000,254305000000,239993000000,184041000000,21505000000,30011000000,2573.49,56.5,483987000000,21803000000,22384000000,14781000000,151.19,5.99,3.38
1418,2023/02,7298237000,3280654000,3338666000,525929000,450000000,499465000,211.77,45,11460884000,168708000,177294000,179367000,11.34,5.47,2.46
1419,2023/05,111508000000,34915000000,34864000000,27724000000,12915000000,3803000000,1203.07,31.3,256065000000,13264000000,13477000000,8715000000,298.41,24.99,7.82
141A,2023/06,200639000000,68020000000,64917000000,61778000000,-,15164000000,674.43,32.8,653112000000,13964000000,14358000000,8084000000,82.75,12.27,4.03
1420,2023/03,49913828000,14517628000,14539424000,6038462000,4408000000,11051000000,1308.19,29.1,40970625000,-149986000,-191308000,-245661000,-22.15,-,-
1429,2023/12,20392151000,9304646000,9304273000,7523317000,2400000000,-,296.25,45.6,28341797000,2881973000,2917047000,2004188000,63.83,21.54,9.83
142A,2023/03,1634727000,22287000,22287000,-204012000,200000000,326549000,9.31,1.4,1517574000,73773000,64858000,41495000,17.34,186.18,2.54
1430,2023/05,21466967000,7922920000,7919610000,7518736000,210000000,2995443000,664.54,36.9,25543522000,1983751000,1979336000,1364690000,114.8,17.23,6.36
1431,2023/06,8855228000,3315198000,3315198000,2029137000,2511080000,126000000,149.99,37.4,14183138000,299244000,314094000,173540000,7.84,5.23,1.96
1433,2023/01,8427659000,4379118000,4484458000,3037498000,300000000,1870376000,493.05,51.8,5458728000,-215661000,-94823000,-64357000,-7.33,-,-
1434,2023/08,16771154000,6528027000,5437659000,3462397000,1200673000,3992110000,819.24,33.4,11104493000,425371000,505766000,1182156000,174.18,21.08,7.05
1435,2023/12,12019376000,8594173000,8565728000,1395244000,427500000,218730000,95.58,71.5,8625026000,748786000,737530000,886349000,9.86,10.32,7.37
1436,2023/04,10302784000,4751494000,4751285000,2995880000,1297510000,1541585000,1165.72,46.1,8853977000,530752000,515286000,323610000,79.4,6.81,3.14
1438,2023/09,4695863000,3526542000,3476098000,2741407000,200000000,5290000,1100.08,75.1,5002157000,390091000,398664000,298748000,93.25,8.48,6.36
1439,2023/12,4356318000,1830095000,1748858000,1261183000,125000000,573535000,1322.83,40.2,7399680000,336597000,335169000,204611000,154.94,11.69,4.7
143A,2023/03,1613127000,1174261000,554855000,546855000,-,-,358.14,35.5,1148005000,95388000,111047000,83772000,52.36,14.62,5.19
1443,2023/03,15725913000,9535472000,9680907000,7087776000,-,3566434000,587.33,60.6,5480028000,414435000,517359000,329154000,20.27,3.45,2.09
1444,2023/07,2491444000,1479026000,1482292000,883210000,400000000,87890000,1359.42,59.4,4166512000,148240000,142933000,69464000,63.93,4.7,2.79
1446,2023/09,6225228000,2706086000,2706086000,637069000,300000000,727517000,293.98,43.5,12309603000,452365000,441661000,224550000,24.45,8.3,3.61
1447,2023/03,16771396000,2977471000,2699813000,-2109529000,4869635000,2856160000,108.75,15.7,30528153000,739425000,708457000,162492000,6.93,6.19,0.97
1449,2023/12,687842000,269222000,269222000,183374000,50000000,196040000,126.4,39.1,1337541000,-49575000,-45582000,-63782000,-29.94,-,-
1450,2023/03,8017883000,6217130000,6166372000,5620748000,-,-,714.7,77.5,11246057000,1560916000,1600394000,1086769000,124.93,17.48,13.55
1451,2023/03,16130097000,6157691000,6157434000,4712887000,200000000,3994642000,1549.17,38.2,11047187000,602925000,549002000,356124000,89.7,5.78,2.21
145A,2023/12,1320628000,636232000,636232000,-937437000,30000000,483750000,153.12,48.2,1279912000,38106000,32148000,46056000,11.08,7.24,3.49
146A,2023/12,32001000000,7140000000,7140000000,7034000000,3251000000,15296000000,2856,22.3,14469000000,2718000000,2382000000,1516000000,606.4,21.23,4.74
147A,2023/03,5663284000,3962089000,3744329000,16775000,-,-,99.34,67.5,6299403000,101376000,112799000,70874000,1.84,1.85,1.25
148A,2023/12,1838204000,251520000,251520000,-956351000,100000000,231890000,147.27,13.7,2056408000,20825000,11710000,77869000,45.59,30.96,4.24
1491,2023/03,10757263000,7177314000,7177314000,1009824000,1545550000,152383000,24.9,66.7,84822504000,794882000,648752000,398347000,1.38,5.55,3.7
149A,2023/12,536751000,391938000,391938000,-119686000,-,21875000,145.58,73,1040169000,101364000,98057000,108902000,40.45,27.79,20.29
150A,2023/03,1993094000,1332589000,1332589000,-577560000,-,145030000,57530.93,66.9,2967671000,164687000,160762000,187858000,8110.26,14.1,9.43
1514,2023/03,26143000000,20360000000,20154000000,17522000000,2900000000,-,382.57,77.9,39893000000,3840000000,3719000000,3667000000,68.58,18.01,14.03
1515,2023/03,208335000000,139410000000,114976000000,106385000000,19700000000,1117000000,7954.96,63.5,164020000000,13632000000,13204000000,9780000000,587.85,7.39,4.69
1518,2023/03,95025000000,56602000000,54407000000,41174000000,6846000000,5814000000,4292.63,58.7,80015000000,35789000000,35933000000,22977000000,1767.98,41.19,24.18
151A,2023/06,3146045000,963835000,963160000,953160000,-,368007000,133.77,30.6,8265919000,120007000,137932000,168348000,23.38,17.48,5.35
153A,2023/12,1178698000,451657000,451657000,396657000,51000000,250000000,79.15,38.3,994995000,295860000,293868000,260372000,45.63,57.65,22.09
155A,2023/12,1837854000,713885000,713489000,663489000,150000000,173768000,83.94,38.8,5298404000,388134000,385057000,275454000,32.41,38.61,14.99
156A,2023/08,2637682000,1432006000,1430822000,969392000,-,256382000,145.6,54.2,4655904000,713502000,695065000,437864000,44.56,30.6,16.6
157A,2023/06,1065475000,639832000,639652000,746502000,-,60802000,200.52,60,1711553000,164837000,169572000,121585000,38.11,19.01,11.41
1605,2023/12,6739476000000,4499033000000,4209101000000,2746530000000,161059000000,895923000000,4172.53,62.5,2164516000000,1114189000000,1350448000000,321708000000,248.55,6.13,4.77
160A,2023/03,14744742000,1864938000,1864938000,1659338000,2058140000,3943272000,615.49,12.7,12782486000,201092000,244465000,229712000,75.81,12.32,1.56
1662,2023/03,568180000000,457169000000,377141000000,362989000000,-,250000000,1569.83,74.9,336492000000,62085000000,83130000000,67394000000,247.33,15.83,11.86
1663,2023/12,111445000000,92929000000,88761000000,68025000000,357000000,569000000,3386.38,80.9,96298000000,9668000000,10408000000,6464000000,242.8,7.17,5.8
168A,2023/01,2227252000,270182000,267895000,64895000,-,1046732000,257.32,12.1,2506542000,113979000,127096000,91817000,87.44,33.98,4.12
1711,2023/03,4456248000,620783000,520195000,-3564592000,2021000000,1235944000,59.69,11.7,3402015000,-155187000,-210858000,-296355000,-34.6,-,-
1712,2023/02,21954000000,15945000000,14634000000,10260000000,1200000000,1187000000,884.75,67.8,16411000000,1373000000,1412000000,724000000,43.05,4.86,3.3
1716,2023/06,21565860000,17233841000,16625078000,15896934000,-,300340000,1468.67,77.1,22164394000,2631017000,2865135000,1946864000,171.97,11.71,9.03
1717,2023/03,6620805000,4624012000,4607164000,4060890000,-,-,399.63,69.6,4761955000,958556000,960721000,651211000,56.53,14.13,9.84
1718,2023/12,30118560000,17397618000,15193617000,13833967000,3150000000,1940809000,14026.2,50.9,32203391000,1316246000,1330695000,839527000,767.98,5.48,2.79
1719,2023/03,318014000000,141324000000,135614000000,122656000000,16489000000,7463000000,897.84,44.2,372146000000,19853000000,19608000000,15187000000,94.02,10.81,4.78
1720,2023/03,249164000000,96020000000,89541000000,70112000000,20083000000,1887000000,905.99,38.2,288867000000,5107000000,5020000000,5245000000,49.98,5.51,2.11
1721,2023/03,502133000000,346725000000,344079000000,286284000000,3950000000,179000000,2824.12,67.9,563295000000,32104000000,30934000000,19338000000,158.82,5.67,3.85
1723,2023/03,43290000000,31077000000,30477000000,30045000000,-,-,1939.73,71.8,34308000000,4502000000,4613000000,3167000000,197.7,10.19,7.32
1724,2023/12,10686000000,5683000000,5535000000,3920000000,100000000,400000000,1224.14,53.2,10443000000,546000000,588000000,433000000,93.32,7.62,4.05
1726,2023/03,40355000000,13842000000,13647000000,7912000000,9200000000,5566000000,302.55,34,36022000000,1636000000,1624000000,1025000000,22.61,7.46,2.54
1730,2023/03,3102278000,1395360000,1393017000,1004990000,-,446875000,408.75,45,3572124000,-24906000,-17286000,-17696000,-5.18,-,-
1734,2023/03,7415354000,-2638814000,-2695122000,-4192781000,5100000000,-,-4184.24,-35.6,13301801000,-2059254000,-2064358000,-2880902000,-4568.11,-,-
1736,2023/03,28339248000,18479489000,17666328000,17027719000,976718000,212692000,3530.29,63.7,26138165000,1953747000,2038043000,1246207000,238.76,6.91,4.4
1738,2023/03,6819580000,4089294000,4065391000,3735389000,510000000,188006000,1008.93,60,9678672000,345235000,377590000,222505000,54.9,5.44,3.26
1739,2023/06,29055255000,8534674000,8534674000,7813552000,6375510000,7996898000,1402.27,29.4,35745038000,1989264000,1786179000,1103989000,181.39,12.94,3.8
173A,2023/03,4583294000,1505818000,1490764000,1377935000,-,-,349.38,32.9,3993779000,508053000,504002000,417136000,96.78,27.7,9.1
1743,2023/09,11899041000,8398452000,8216279000,5624410000,-,-,3692.71,70.6,9844518000,379528000,397191000,227684000,100.11,2.71,1.91
1757,2023/03,1500718000,1075062000,1065137000,-13451065000,43000000,-,4.12,71.6,4300103000,296252000,313699000,299358000,1.16,28.11,19.95
1758,2023/01,12171696000,8619671000,8323702000,7879114000,-,244444000,4072.76,70.8,14709755000,797282000,941234000,613516000,296.56,7.12,5.04
175A,2023/03,606599000,284612000,284612000,-287331000,116400000,12240000,211.76,46.9,813117000,-179916000,-179339000,-287331000,-213.79,-,-
1762,2023/03,233963000000,127759000000,127030000000,121233000000,-,-,3668.21,54.6,282495000000,12038000000,11768000000,7534000000,216.38,5.9,3.22
1764,2023/06,14655229000,4705258000,4668236000,3423287000,2040000000,1111997000,3762.93,32.1,19579875000,333350000,306899000,135898000,108.19,2.89,0.93
1766,2023/04,198449000000,115290000000,115132000000,110519000000,-,-,8575.53,58.1,316849000000,9738000000,10091000000,5239000000,389.68,4.54,2.64
1768,2023/03,11546553000,8649385000,8475990000,7395474000,-,-,1183.98,74.9,18039718000,940211000,1003829000,688848000,94.29,7.96,5.97
176A,2023/06,14948669000,6222545000,6198178000,5114487000,-,2984295000,340.65,41.5,48867407000,1636312000,1972685000,1344967000,73.92,21.7,9
1770,2023/03,29115187000,16443759000,15909701000,15272794000,855000000,-,1797.89,56.5,27164885000,1734685000,1898253000,1275857000,139.57,7.76,4.38
1771,2023/09,13438990000,8607916000,8283342000,7227858000,115200000,329600000,1736.45,64.1,16894755000,943026000,1002748000,743963000,149.41,8.64,5.54
1775,2023/03,70200000000,37582000000,36328000000,27752000000,465000000,-,4102.12,52.6,88109000000,6926000000,7014000000,4536000000,504.4,12.3,6.46
1776,2023/03,28164000000,13358000000,13170000000,10366000000,-,-,1461.97,47.4,31914000000,1008000000,1015000000,630000000,68.96,4.72,2.24
1777,2023/03,18354000000,10951000000,10923000000,8954000000,-,-,915.32,59.7,20809000000,1040000000,1074000000,707000000,59.09,6.46,3.85
177A,2023/03,6134824000,3017830000,2975239000,2222777000,1200000000,-,724.57,49.2,4742992000,1267494000,1244391000,829790000,199.23,27.5,13.53
1780,2023/03,25866769000,17244508000,16642908000,12589828000,-,-,911.09,66.7,31381762000,3076627000,1965272000,744976000,39.36,4.32,2.88
1783,2023/09,7546020000,6401948000,6323306000,-4962911000,-,3772000,37.19,83.8,10586030000,1503547000,1477189000,1053156000,6.21,16.66,13.96
1786,2023/03,66787000000,41617000000,41352000000,40354000000,900000000,2611000000,358.22,62.3,61480000000,5214000000,5427000000,3922000000,33.76,9.42,5.87
1787,2023/03,11419156000,8008953000,7890518000,6643341000,-,-,3252.3,70.1,14158351000,1246816000,1273214000,899246000,365,11.23,7.87
1788,2023/06,4867611000,3096998000,2979668000,1665801000,-,-,4996.92,63,6919996000,341612000,344885000,225350000,367.59,7.35,4.63
1789,2023/09,6673903000,2704794000,2876862000,1125516000,610000000,677512000,424.51,40.5,8074215000,281345000,312959000,76035000,11.94,2.81,1.14
1793,2023/03,103137000000,65623000000,63088000000,55617000000,11000000000,-,4590.59,63.6,94477000000,580000000,849000000,516000000,35.07,0.79,0.5
1795,2023/09,7540025000,4754099000,4755158000,2663131000,-,101396000,5394.8,63.1,8635485000,504418000,522105000,344757000,391.73,7.25,4.57
1798,2023/03,32398003000,12876475000,12715990000,9712417000,800000000,-,5878.85,39.7,38975804000,1201822000,1299078000,900315000,410.69,6.99,2.78
1799,2023/03,75548603000,66511895000,63665233000,58756298000,-,-,3395.63,88,47367104000,3569152000,3882241000,2643496000,132.55,3.97,3.5
1801,2023/03,2016717000000,833944000000,714992000000,562774000000,81965000000,79606000000,4402,41.1,1642712000000,54740000000,63125000000,47124000000,241.23,5.68,2.34
1802,2023/03,2609929000000,1035881000000,825047000000,728087000000,67170000000,124051000000,1390.77,38.2,1983888000000,93800000000,100802000000,77671000000,108.34,7.79,2.98
1803,2023/03,2448010000000,907277000000,702081000000,625324000000,225655000000,134781000000,1150.7,34.8,1933814000000,54647000000,56546000000,49057000000,66.29,5.75,2
1805,2023/03,128055000000,45730000000,44878000000,33698000000,11270000000,7373000000,2389.67,35.7,125941000000,4146000000,3677000000,3038000000,158.8,6.64,2.37
1807,2023/03,32276813000,19354289000,17268303000,15005357000,-,40870000,3161.58,59.7,34656611000,616124000,709350000,446673000,73.34,2.32,1.38
1808,2023/03,1198105000000,454088000000,455121000000,427878000000,31500000000,230000000000,1666.3,37.9,1027277000000,90162000000,88265000000,59326000000,216.09,13.06,4.95
1810,2023/03,71022000000,44172000000,40623000000,37084000000,-,-,1499.02,62.2,88664000000,2268000000,2702000000,1702000000,57.48,3.85,2.4
1811,2023/03,155749000000,79222000000,55963000000,52262000000,8050000000,4900000000,11061.51,50.9,107635000000,1526000000,2873000000,2245000000,313.46,2.83,1.44
1812,2023/03,2769718000000,1061145000000,881417000000,813653000000,244385000000,173293000000,2165.11,38,2391579000000,123526000000,156731000000,111789000000,227.98,10.62,4.04
1813,2023/03,56128000000,31848000000,31198000000,13060000000,5521000000,105000000,2064.45,56,70466000000,3602000000,3458000000,2166000000,142.33,6.89,3.86
1814,2023/03,45625000000,21536000000,20798000000,16582000000,100000000,19000000,2055.44,47.2,71834000000,1887000000,1939000000,1321000000,126.23,6.13,2.9
1815,2023/03,183396000000,65543000000,53939000000,30563000000,22918000000,7115000000,4188.44,35.5,160743000000,1233000000,965000000,2360000000,154.78,3.63,1.29
1820,2023/03,513623000000,156148000000,144294000000,157326000000,59239000000,3157000000,3770.74,29,339757000000,12615000000,13176000000,9648000000,244.42,6.48,1.88
1821,2023/03,410153000000,71137000000,65748000000,56886000000,10812000000,63443000000,406.52,15.5,458622000000,-18759000000,-18483000000,-25702000000,-164.31,-,-
1822,2023/03,170359000000,73179000000,71367000000,20843000000,950000000,6000000000,4083.26,42.3,156050000000,5064000000,5054000000,2914000000,165.5,4.05,1.71
1826,2023/03,26781000000,15573000000,14725000000,10891000000,250000000,260000000,1017.29,58.2,30121000000,1823000000,1833000000,1325000000,85.63,8.51,4.95
1827,2023/03,79673000000,37839000000,34627000000,28201000000,618000000,353000000,1063.64,45.9,114459000000,2859000000,3134000000,1914000000,55.69,5.24,2.4
1828,2023/03,37574079000,20967650000,20828974000,18475355000,1000000000,300000000,1959.43,55.8,42944179000,2732896000,2785014000,1656320000,154.78,7.9,4.41
1832,2023/03,44173000000,27654000000,26667000000,19909000000,-,-,1334.7,62.6,71005000000,1261000000,1446000000,938000000,45.27,3.39,2.12
1833,2023/03,343727000000,173215000000,144720000000,103827000000,10708000000,3110000000,4673.64,50,249442000000,11847000000,12908000000,11261000000,306.06,6.55,3.28
1835,2023/03,149700578000,103490067000,99768890000,97878547000,5000000000,-,2974.11,68.4,124661384000,9070802000,9487940000,7905728000,229.65,7.72,5.28
1840,2023/10,24968453000,12339137000,12246302000,860941000,-,2900000000,493.62,49.4,34403763000,393166000,428028000,233504000,9.34,1.89,0.94
1841,2023/03,14617000000,11155505000,11047309000,10749564000,500000000,122553000,3096.93,76.3,9225906000,120691000,179308000,119344000,33.18,1.07,0.82
1844,2023/07,11406497000,5144737000,5065355000,1178883000,346593000,4008946000,289.36,44.4,6054025000,451735000,433492000,293239000,19.04,5.79,2.57
1847,2023/03,55714000000,27531000000,27148000000,22631000000,1605000000,4153000000,3789.29,49.4,88059000000,2667000000,2585000000,1708000000,235.33,6.21,3.07
1848,2023/03,28791000000,9928000000,9838000000,6064000000,5143000000,1240000000,559.33,34.5,26843000000,221000000,226000000,123000000,6.93,1.24,0.43
184A,2023/04,369742000,171059000,171059000,-59185000,-,64741000,82.71,46.3,501333000,111424000,110668000,93267000,45.1,54.52,25.22
1850,2023/03,34856000000,14453000000,14239000000,10540000000,4084000000,329000000,501.32,41.5,42401000000,1844000000,1824000000,1896000000,65.77,13.12,5.44
1852,2023/03,93034000000,44667000000,42646000000,30919000000,1460000000,6884000000,545.68,47.3,144436000000,5691000000,5918000000,4200000000,52.09,9.55,4.51
1853,2023/03,23777000000,14060000000,14001000000,12163000000,800000000,-,429.29,59.1,24620000000,833000000,795000000,523000000,15.97,3.72,2.2
1860,2023/03,815556000000,323261000000,243159000000,200996000000,81568000000,74724000000,1023.64,38.9,547155000000,14135000000,19039000000,10995000000,35.64,3.47,1.35
1861,2023/03,376650000000,169860000000,164113000000,117498000000,3893000000,18303000000,3894.09,45.1,403502000000,11483000000,12236000000,7973000000,179.63,4.69,2.12
1866,2023/03,74761000000,38861000000,35562000000,25811000000,-,-,6445.56,51.3,85277000000,3931000000,4358000000,1988000000,327.75,5.19,2.66
1867,2023/03,46976285000,25102237000,25031215000,14698381000,2269410000,396336000,3863.96,53.4,48936080000,2041721000,2133524000,1350877000,205.03,5.39,2.88
1869,2023/03,103275000000,64440000000,56148000000,53679000000,1514000000,1750000000,2543.25,62.2,84185000000,6331000000,6704000000,4657000000,184.48,7.25,4.51
186A,2023/04,30437660000,14890596000,14890596000,-4287627000,988990000,5475010000,165.36,48.9,1792991000,-9665628000,-,-9264266000,-102.88,-,-
1870,2023/03,129987000000,60431000000,65062000000,51896000000,28100000000,3800000000,1405.11,46.5,111110000000,7212000000,7259000000,4508000000,104.83,7.46,3.47
1871,2023/03,116082000000,47872000000,45096000000,33368000000,25893000000,3400000000,1031,41.2,109327000000,5715000000,5629000000,3790000000,81.4,7.92,3.26
1873,2023/10,43705000000,22694000000,22259000000,18365000000,768000000,5009000000,558.77,51.1,39103000000,973000000,684000000,-47000000,-1.18,-,-
1878,2023/03,1061909000000,404933000000,405439000000,352811000000,1026000000,67318000000,5876.34,38.2,1657626000000,100000000000,103898000000,70361000000,1031.06,17.53,6.63
1879,2023/03,156025000000,102428000000,102230000000,95699000000,-,-,1751.21,65.6,113725000000,17186000000,17225000000,12013000000,205.49,11.73,7.7
1882,2023/03,87184000000,52711000000,48688000000,35722000000,2036000000,150000000,1080.45,58.9,118721000000,4736000000,4957000000,3160000000,66.73,6.15,3.62
1884,2023/03,151850000000,96909000000,97103000000,70291000000,100000000,6600000000,2201.95,63.7,155353000000,5695000000,5920000000,5704000000,129.8,5.89,3.76
1885,2023/03,226928000000,89361000000,82319000000,46602000000,30708000000,10335000000,1017.95,39.1,213569000000,6555000000,6614000000,4835000000,56.14,5.46,2.13
1887,2023/05,162339000000,78029000000,76152000000,57441000000,1381000000,23740000000,935.1,48,154202000000,4487000000,4639000000,3291000000,38.94,4.23,2.03
1888,2023/03,88326000000,42694000000,38220000000,24235000000,1550000000,2794000000,3240.52,46.8,84004000000,6236000000,6546000000,5442000000,426.76,13.17,6.16
1890,2023/03,153717000000,73984000000,68680000000,48701000000,2951000000,1754000000,763.86,46.7,168351000000,8995000000,8551000000,5656000000,60.16,7.88,3.68
1892,2023/03,44917000000,17642000000,17556000000,12181000000,1986000000,1712000000,8407.51,39.2,58523000000,609000000,649000000,590000000,282.42,3.35,1.31
1893,2023/03,508179000000,156953000000,146257000000,97931000000,32429000000,21265000000,550.03,30.9,502206000000,4119000000,1415000000,684000000,2.4,0.44,0.13
1897,2023/12,22201000000,18151000000,15561000000,17313000000,-,-,8259.91,80.2,10659000000,238000000,413000000,270000000,125.24,1.52,1.22
1898,2023/03,78762000000,39660000000,39506000000,37810000000,106000000,6800000000,1088.1,50.4,92414000000,2669000000,2647000000,1127000000,30.72,2.84,1.43
1899,2023/12,136731000000,80333000000,78448000000,70651000000,745000000,754000000,9624.2,58.2,162243000000,5205000000,5478000000,3386000000,400.09,4.25,2.48
189A,2023/05,8096201000,1101885000,1101885000,825015000,5546230000,699200000,718.31,13.6,1111038000,236407000,250287000,171666000,111.91,15.58,2.12
1904,2023/03,41175915000,25256208000,23910851000,15086821000,-,-,4309.72,61.3,46459747000,1732558000,1998053000,1469043000,246.01,5.82,3.57
1905,2023/03,18770879000,12467397000,12065674000,8581570000,-,9940000,1850.63,64.4,18317876000,653094000,694524000,482824000,73.29,4,2.57
1909,2023/03,47900827000,23352318000,18523953000,15214908000,2972314000,1891748000,2762.75,39.8,50224931000,3858287000,3950060000,2539042000,366.51,13.32,5.3
190A,2023/08,4909123000,4500881000,4474948000,-3894652000,-,-,79.28,91.2,2500000000,212057000,225761000,223341000,3.96,4.99,4.55
1911,2023/12,1812722000000,823296000000,613398000000,524297000000,51755000000,230306000000,3686.51,41.6,1733169000000,146755000000,159418000000,102479000000,505.53,13.58,5.65
1914,2023/03,30235000000,20627257000,19833416000,12861201000,3100000000,-,1030.69,68.2,23908000000,778931000,1008915000,526972000,25.4,2.55,1.74
1921,2023/03,56567000000,41924346000,36719545000,32389241000,1336000000,1224500000,1057.9,74.1,35982936000,3782035000,4313261000,3175138000,80.21,7.57,5.61
1925,2023/03,6142067000000,2388914000000,2155842000000,1710582000000,133028000000,945507000000,3466.85,37.2,4908199000000,465370000000,456012000000,308399000000,469.12,13.5,5.02
1926,2023/03,122925000000,85437000000,83349000000,75792000000,1532000000,181000000,1721.34,68.7,114974000000,12785000000,13310000000,9489000000,190.58,11.23,7.72
1928,2023/01,3007537000000,1667546000000,1468274000000,1056475000000,305503000000,157372000000,2466.04,54.3,2928835000000,261489000000,257272000000,184520000000,276.58,11.3,6.14
1929,2023/03,52809000000,32127000000,31722000000,23918000000,-,-,763.64,60.3,72918000000,5451000000,5462000000,3526000000,84.54,11.07,6.68
192A,2023/05,1096356000,690011000,690011000,590011000,-,-,345.01,62.9,1273611000,238290000,238871000,170695000,85.35,24.74,15.57
1930,2023/03,54803000000,40717000000,40547000000,35122000000,-,-,1454.69,74.3,44846000000,2356000000,2531000000,1628000000,58.16,4,2.97
1934,2023/03,221400000000,134488000000,134047000000,118713000000,3728000000,4529000000,1877.69,60.7,227366000000,9538000000,10501000000,6561000000,91.67,4.88,2.96
1938,2023/03,82853824000,56783621000,55142709000,51025267000,-,-,2275.78,68.5,53745147000,2688328000,3081712000,2137106000,85.07,3.76,2.58
1939,2023/03,97069000000,55908000000,55927000000,48819000000,400000000,8205000000,1182.44,57.5,89120000000,4970000000,5567000000,3764000000,79.73,6.74,3.88
1941,2023/03,272514000000,202069000000,192551000000,195580000000,-,-,3638.67,73.2,189032000000,8361000000,-1905000000,-6913000000,-125.61,-,-
1942,2023/03,487828000000,308457000000,289594000000,273487000000,7590000000,5451000000,1460.23,61.2,541579000000,32748000000,34059000000,21167000000,103.59,7.09,4.34
1944,2023/03,742841000000,532713000000,488431000000,433604000000,15070000000,25000000,2598.72,71.6,609132000000,37430000000,40243000000,28722000000,140.15,5.4,3.87
1945,2023/03,108513000000,65938000000,63955000000,59025000000,2368000000,6821000000,1934.4,61.1,79055000000,3458000000,2770000000,2120000000,61.9,3.2,1.95
1946,2023/03,300172000000,117193000000,110302000000,97310000000,9082000000,22381000000,1253.43,39,232053000000,10287000000,8983000000,-5548000000,-59.36,-,-
1948,2023/03,31578000000,18725000000,18350000000,15826000000,560000000,-,2102.43,59,33557000000,682000000,856000000,556000000,62.75,2.98,1.76
1949,2023/03,162587000000,99618000000,85994000000,73869000000,1597000000,921000000,2681.09,58.4,175120000000,13461000000,14394000000,9384000000,265.05,9.89,5.77
194A,2023/06,5452324000,1519974000,1519803000,-881484000,150000000,2587666000,191.82,27.9,4651067000,803312000,800881000,506125000,63.87,33.3,9.28
1950,2023/03,261371000000,190234000000,166934000000,150674000000,100000000,-,2883.15,67.8,172100000000,9658000000,10903000000,7171000000,116.65,4.05,2.74
1951,2023/03,577941000000,307941000000,286256000000,256303000000,28748000000,53632000000,1416.1,52.5,627607000000,32552000000,33771000000,22233000000,102.49,7.33,3.85
1952,2023/03,109146000000,58212000000,48751000000,38130000000,3267000000,249000000,1243.58,53.2,112234000000,7124000000,7914000000,5597000000,119.85,9.63,5.13
