コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
3577,2024/03,14553736000,8009722000,6438209000,1440431000,1215000000,1250000000,2165.52,47,13215412000,42959000,135526000,129806000,41.12,1.9,0.89
3580,2024/03,49998000000,37937000000,35750000000,29972000000,-,-,943.87,75.6,36670000000,1856000000,2643000000,1843000000,46.03,4.87,3.69
3583,2024/03,9721703000,6256646000,6067430000,3810166000,-,1091600000,2246.2,64.4,5387010000,560648000,600779000,436435000,156.8,6.98,4.49
3591,2024/03,294029000000,215142000000,211829000000,148494000000,7200000000,1946000000,3846.66,72,187208000000,-9503000000,-,-8632000000,-151.62,-,-
3593,2024/03,100041000000,86120000000,79962000000,67762000000,-,3669000000,3547.4,86.1,39100000000,4169000000,4245000000,2804000000,115.54,3.26,2.8
3597,2024/06,41614111000,38326072000,36309206000,31503981000,-,-,13296.74,92.1,16863582000,2610441000,2947782000,2015867000,699.34,5.26,4.84
3598,2024/03,11183398000,4211033000,4113364000,-1278510000,3001737000,831296000,296.13,37.5,11448017000,221009000,262554000,214110000,15.11,5.1,1.91
3600,2024/03,11572538000,9992994000,7663725000,6078728000,-,-,6743.43,80.2,5805692000,-115928000,-6100000,90168000,65.5,0.97,0.78
3604,2024/03,19549386000,7750757000,6406271000,4449321000,1000000000,2429570000,1222.32,36.2,29631614000,410203000,563787000,401761000,69.32,5.67,2.06
3607,2024/08,12813168000,3829440000,3581237000,1791921000,1250000000,3448855000,427.24,29.9,13219210000,341573000,388416000,192515000,21.52,5.03,1.5
3608,2024/02,133464000000,97422000000,91477000000,60052000000,5013000000,1630000000,1287.25,72.7,155383000000,1760000000,3758000000,4849000000,59.96,4.99,3.63
3611,2024/03,65697000000,36061000000,27115000000,24514000000,5899000000,5939000000,3329.01,50.6,60176000000,792000000,4493000000,2457000000,246.02,7.39,3.74
3612,2024/02,239685000000,88418000000,82010000000,55192000000,36675000000,37577000000,2409.78,34.2,202342000000,12004000000,-,6764000000,198.86,8.25,2.82
3622,2024/03,3188682000,2717479000,2717479000,1494715000,-,-,388.27,85.2,3630562000,144902000,144083000,106108000,15.16,3.9,3.33
3623,2024/12,25954000000,2958000000,2832489000,1659530000,-,-,450.36,10.9,4218000000,626000000,623000000,406000000,64.55,14.33,1.56
3624,2024/09,925053000,467112000,455972000,-490989000,-,-,43.11,49.6,1584443000,-305452000,-250164000,-388567000,-36.5,-,-
3625,2024/06,4065365000,2275762000,2273759000,208659000,600000000,837000,321.16,56,5072509000,239255000,261000000,155914000,22,6.85,3.84
3626,2024/03,525456000000,324725000000,299453000000,283533000000,17398000000,20509000000,1333.32,59.5,549004000000,64568000000,68553000000,48873000000,203.28,15.64,9.3
3627,2024/02,10110131000,6343099000,6086388000,1633298000,-,1788528000,531.04,62,8736684000,-122979000,132661000,73927000,6.28,1.18,0.73
3628,2024/06,6660165000,3216305000,3110212000,-945761000,350000000,1980000000,245.38,46.7,5007033000,-789849000,-773285000,-807185000,-63.7,-,-
3632,2024/06,128788000000,95530000000,93298000000,96443000000,-,-,555.13,73.7,61309000000,5981000000,7123000000,4630000000,27.1,4.88,3.6
3633,2024/12,11418000000,2389000000,2324866000,2199914000,-,-,452.75,20.9,10922000000,829000000,937000000,591632000,112.12,24.76,5.18
3634,2024/03,970854000,706053000,667441000,-100264000,-,-,272.12,68.7,1018798000,-79289000,-78943000,-100264000,-40.88,-,-
3635,2024/03,245802000000,175552000000,167733000000,163070000000,-,-,553.58,71.1,84584000000,28494000000,45741000000,33792000000,107.05,19.33,13.75
3636,2024/09,119732000000,76373000000,65019000000,57036000000,-,-,4296.47,56.5,115362000000,7060000000,8147000000,5003000000,316.42,7.4,4.18
3639,2024/06,2836238000,2175060000,2114103000,-252703000,-,101685000,337.72,76.5,3456700000,-94355000,15919000,5269000,0.82,0.24,0.19
3640,2024/03,19547803000,10830980000,10692530000,8353889000,2172000000,730000000,1867.72,55.3,15974648000,1290813000,1233744000,898610000,169.29,8.31,4.6
3641,2024/03,14532000000,10373000000,10139000000,9862000000,-,-,1039.4,70.7,17175000000,255000000,544000000,217000000,21.87,2.11,1.49
3645,2024/05,3989574000,1931908000,1873444000,1693813000,530380000,387024000,210.85,47.8,5252061000,298281000,322505000,5959000,0.66,0.31,0.15
3646,2024/03,2735168000,1700038000,1697180000,1693919000,-,292090000,351.08,62.2,4038300000,23623000,27457000,-736292000,-152.02,-,-
3647,2024/08,1550708000,1016284000,1006076000,-718609000,-,31018000,54.89,64.9,259129000,-666818000,-680338000,-742621000,-42.24,-,-
3648,2024/03,20820599000,13852508000,12929269000,11413880000,-,-,815.71,66.5,22092204000,1272660000,1286481000,936465000,54.02,6.76,4.5
3649,2024/12,6684000000,5607000000,5616802000,5907136000,-,-,218.24,83.8,5841000000,1525000000,1544000000,1162365000,45.3,20.75,17.39
3652,2024/03,3919796000,3457844000,3451138000,-243821000,-,-,1099.42,88.2,3016061000,328572000,330477000,331268000,105.33,9.58,8.45
3653,2024/10,4262000000,3640000000,3489924000,190697000,-,-,696.68,85.4,3300000000,257000000,298000000,301000000,58.5,8.27,7.06
3655,2024/06,7257719000,5534559000,5531863000,5487148000,-,-,258.44,76.3,10561125000,1348933000,1357825000,909477000,42.25,16.43,12.53
3656,2024/12,15784000000,10371000000,10015523000,-1782339000,800000000,647282000,216.46,65.6,8306000000,-1342000000,-1280000000,-2782000000,-62.88,-,-
3657,2024/01,24436422000,13441267000,12795701000,11925454000,4505970000,240666000,379.97,55,46724757000,404482000,525678000,-1920991000,-53.27,-,-
3659,2024/12,1256771000000,1030525000000,1019013000000,780197000000,-,-,1238.18,81.1,446211000000,124176000000,-,134848000000,161.79,13.23,10.73
3660,2024/06,28141000000,12187000000,9607000000,507000000,450000000,3185000000,139.37,39,56085000000,1940000000,1721000000,1214000000,15.65,11.06,4.31
3661,2024/03,19549000000,7141000000,7468000000,3776000000,-,-,176.59,32.5,18574000000,2825000000,2867000000,1481000000,41.05,23.32,7.58
3662,2024/07,16291000000,10274000000,9642000000,9818000000,-,25000000,552.21,62.9,23917000000,562000000,609000000,953000000,51.34,9.3,5.85
3663,2024/12,8431000000,5418000000,5614939000,4613228000,-,-,173.19,63.4,8204000000,2146000000,2279000000,1399893000,44.27,26.17,16.6
3664,2024/12,2247000000,378000000,314336000,-1140577000,210000000,956763000,6.42,14,3071000000,-157000000,-189000000,-169027000,-3.73,-,-
3665,2024/01,13225199000,10525913000,10453160000,11186742000,-,-,264.26,79.3,6203762000,999507000,1019753000,838365000,21.13,8,6.34
3666,2024/03,9897785000,7298759000,6152319000,6199838000,-,360000000,373.76,72.5,12639296000,1488654000,1546040000,1372200000,71.48,19.12,13.86
3667,2024/12,1760000000,889000000,885695000,-7891488000,300000000,-,33,50.3,3317000000,-815000000,-862000000,-882000000,-36.09,-,-
3668,2024/09,79805000000,71387000000,70128000000,61764000000,-,999000000,556.06,89.4,25975000000,-1208000000,-947000000,-1866000000,-14.54,-,-
3670,2024/03,3278519000,2014703000,2011532000,1672530000,-,-,1682,61.5,5469102000,283411000,285828000,258170000,215.53,12.81,7.87
3671,2024/12,7535000000,3517000000,3519856000,2774498000,1250000000,144540000,586.38,46.7,5428000000,662000000,700000000,480000000,80.01,13.65,6.37
3672,2024/09,1541653000,777884000,772389000,-547185000,-,-,35.62,50.1,3516498000,-452772000,-416200000,-452268000,-22.01,-,-
3673,2024/12,39895000000,23143393000,23142000000,10407827000,-,-,259.39,58,18045315000,674088000,-,343298000,3.85,1.48,0.86
3674,2024/09,7692978000,4408246000,4121759000,2569041000,1500000000,61122000,427.08,57.3,4840369000,356357000,353801000,187448000,18.16,4.25,2.44
3675,2024/06,16629761000,7082084000,7037042000,6273212000,472587000,3352252000,367.19,42.6,26184528000,1844111000,1912384000,1192991000,62.06,16.85,7.17
3676,2024/03,21103096000,8852361000,7685971000,9137264000,7095072000,-,377.8,39.9,38790197000,2039705000,2059115000,176927000,7.94,2.1,0.84
3677,2023/09,8589592000,6172563000,5734440000,5721211000,100000000,136666000,267.88,71.9,15327359000,1692248000,1716935000,1163025000,50.47,18.84,13.54
3678,2024/02,51612000000,16208000000,15262000000,3614000000,902000000,3128000000,1070.83,31.4,94036000000,2066000000,1990000000,-319000000,-21.06,-,-
3679,2024/03,34535000000,19449000000,19449000000,17159000000,2255000000,1299000000,187.01,56.3,23249000000,5394000000,-,3800000000,36.54,19.54,11
3680,2024/12,7871000000,5856111000,5856000000,260643000,147132000,492502000,373.34,74.4,4268000000,-705699000,-,-564626000,-36,-,-
3681,2024/12,10481000000,23000000,-2025541000,-2567079000,3587217000,3093000000,-5.35,-1.3,10463000000,-236000000,-320000000,-1417278000,-55.73,-,-
3682,2024/03,4882455000,3425813000,3419535000,2640742000,-,-,514.36,70.2,2498144000,318917000,321331000,218857000,32.86,6.39,4.48
3683,2024/12,13551000000,8139000000,8044000000,5288000000,600000000,1792000000,719.97,59.4,15870000000,1255000000,1266000000,814000000,72.9,10.12,6.01
3686,2024/03,3617039000,2872141000,1956439000,-2535394000,1000000,-,65.79,77.3,1705511000,-658517000,-659977000,-562129000,-13.22,-,-
3687,2024/09,8729668000,6943107000,6569153000,6739042000,-,-,208.81,77.1,7995406000,2304095000,2305635000,1494133000,46.39,22.21,17.12
3688,2024/12,48344000000,24492000000,23503000000,9347000000,-,-,955.58,50,24275000000,2139000000,2384000000,1688000000,66.79,6.98,3.49
3690,2024/09,3524446000,1934987000,1861949000,1304566000,250000000,429005000,304.6,53.3,3636133000,164441000,162151000,68767000,11.14,3.66,1.95
3691,2024/09,2335770000,817090000,720277000,-1063077000,655808000,90000000,179.09,30.8,838500000,56172000,-,21171000,5.74,2.94,0.91
3692,2024/03,3381074000,2181230000,2181230000,2056536000,-,-,275.77,64.5,2446904000,497896000,540929000,432173000,54.64,19.81,12.78
3694,2024/03,9562534000,7342061000,7285980000,6188174000,314550000,-,131.65,75.8,10243411000,1940238000,1844116000,1171356000,21.28,16.16,12.25
3695,2024/12,2996000000,2112000000,2021566000,1375857000,-,-,1285.1,70.1,5025000000,235000000,248000000,183000000,112.01,8.72,6.11
3696,2024/12,32976000000,12721000000,11055912000,5972175000,4428700000,3090915000,968.54,33.8,27706000000,2228000000,2677000000,1480868000,128.96,13.28,4.49
3697,2024/08,62717000000,34522000000,33964000000,23029000000,50000000,6671000000,1913.24,53.7,110627000000,10537000000,10753000000,5127000000,291.4,15.22,8.17
3698,2024/09,5360200000,3768063000,3719680000,2492477000,-,-,714.22,69.6,3167285000,368358000,383405000,304468000,58.27,8.16,5.68
3708,2024/03,132978000000,83927000000,74038000000,62140000000,9550000000,12420000000,6516.71,57.8,86517000000,2296000000,6188000000,4590000000,387.93,5.97,3.45
3710,2024/09,5296453000,4422786000,4349635000,3809939000,-,-,863.47,83.2,2928239000,-189672000,-166309000,-118539000,-23.24,-,-
3712,2024/09,7521157000,6207028000,6206881000,7111343000,-,-,2051.95,82.5,3612525000,1428402000,1447684000,1012903000,334.85,16.32,13.47
3719,2024/12,2336000000,1180000000,1171202000,147528000,95000000,241610000,48.15,50,1422000000,131000000,116000000,147000000,6064.11,12.57,6.29
3723,2024/09,10703043000,10179145000,10179145000,9696012000,-,-,990.22,95.1,2524519000,1240137000,1244205000,852213000,82.9,8.37,7.96
3726,2024/09,2293574000,1173403000,1170814000,-1489248000,200000000,69428000,116.28,51,2257804000,-126174000,-129355000,-273032000,-31.27,-,-
3727,2024/12,3885000000,2594501000,2594000000,715660000,197320000,321137000,119.23,66.8,3707278000,218349000,-,157083000,7.18,6.06,4.04
3733,2024/10,44893000000,36431000000,36247000000,34952000000,-,-,6964.37,81.2,38425000000,7274000000,7336000000,5328000000,1018.73,14.63,11.87
3738,2024/03,248260000000,77404000000,76805000000,68720000000,-,-,1385.41,31.2,448954000000,8051000000,12390000000,7013000000,125.65,9.07,2.82
3739,2024/03,1744619000,794974000,780980000,-1036098000,375000000,56250000,57.9,44.6,2094559000,35899000,18135000,-60390000,-4.53,-,-
3741,2024/03,10108931000,8398504000,8321541000,7308250000,36000000,-,1647.72,83.1,8534531000,1467298000,1547922000,1105316000,216.9,13.16,10.93
3744,2024/12,8085000000,1537000000,1466084000,65359000,-,-,165.51,17.7,20561000000,35000000,189000000,351703000,40.57,24.51,4.35
3747,2024/09,1645970000,1232832000,1221266000,-1158703000,100000000,126568000,169.96,74.2,1849078000,80242000,-159583000,-97904000,-13.63,-,-
3750,2024/03,5816334000,2795586000,2579016000,-458765000,70000000,2347079000,288.89,44.3,1560388000,-772742000,-906664000,138155000,15.47,5.36,2.38
3753,2024/03,1657448000,452462000,478075000,-1921394000,93504000,296640000,47.85,27.3,3208744000,-103705000,-94427000,-105756000,-11.18,-,-
3758,2024/12,20263000000,8581000000,8219000000,22000000,928000000,4258000000,395.14,41.3,19155000000,-42000000,-52000000,-739000000,-33.58,-,-
3760,2024/05,14357237000,6786213000,4893065000,5289902000,60000000,771199000,830.87,34.9,12274200000,1870464000,1943253000,1475887000,246.1,29.48,10.28
3762,2024/03,85756328000,27043507000,21744468000,16037638000,570000000,100000000,541.87,25.4,53303317000,5850165000,-,3540323000,88.35,16.28,4.13
3763,2024/03,9729456000,7560025000,7234168000,11123098000,-,-,593.25,75.1,6812937000,1632657000,1877588000,1349734000,109.65,18.48,13.87
3765,2024/12,175464000000,153535000000,125624000000,195670000000,-,-,2280.74,72.6,103600000000,17491000000,20013000000,11171000000,182.66,8.77,6.37
3766,2024/03,6328107000,4459115000,4436026000,3849736000,-,-,1306.86,70.5,9458437000,524424000,562824000,341909000,100.25,7.67,5.4
3768,2024/03,6786005000,6022311000,5208958000,3356658000,-,-,808.06,87.6,3666482000,300992000,290616000,160935000,21.48,2.71,2.37
3769,2024/09,344702455000,105819284000,102895070000,62712063000,24340000000,8915000000,1356.6,29.9,73785055000,25187463000,-,18705445000,246.62,18.18,5.43
3770,2024/04,6202494000,5677289000,5639493000,4359582000,-,-,472.45,91.5,4373725000,280400000,350331000,162482000,13.41,2.86,2.62
3771,2024/03,16145739000,10524256000,10500689000,9434561000,-,661086000,628.68,65,23320409000,2703739000,2768986000,1969382000,117.82,18.74,12.2
3772,2024/03,55230248000,18545794000,18544374000,14521724000,4700000000,19648188000,972.38,33.6,28625382000,3028623000,2638810000,1824465000,96.87,9.84,3.3
3773,2024/03,15825658000,11257990000,10950437000,920156000,-,1911680000,722.82,71,6001634000,1367717000,1414948000,1005719000,64.87,8.95,6.35
3774,2024/03,273713000000,127032000000,125751000000,65616000000,30133000000,47000000,711.22,45.9,276080000000,29029000000,-,19831000000,111.81,15.77,7.25
3775,2024/12,2340000000,1264000000,908307000,-725338000,91667000,221795000,246.3,53.7,3370000000,370000000,364000000,286000000,56.05,22.76,12.22
3776,2024/12,19791000000,12000000000,8379996000,938437000,500000000,1646867000,140.92,43.7,13423000000,668000000,889000000,404378000,6.59,4.68,2.04
3777,2024/12,3508000000,3199000000,3169321000,37891000,20000000,6888000,10.94,90.3,17237000000,-53000000,-69000000,-154894000,-0.54,-,-
3778,2024/03,30224447000,9321209000,8989147000,6372974000,417668000,3617408000,255.82,30.2,21826794000,884507000,764080000,651716000,18.26,7.13,2.16
3779,2024/03,2373298000,360842000,228171000,-198575000,110500000,-,21.09,10.3,1587789000,-248327000,-239733000,-297046000,-25.68,-,-
3782,2023/12,1754446000,937939000,935651000,-2126261000,-,-,19.39,53.5,944400000,-123861000,-127630000,-151714000,-3.14,-,-
3784,2023/12,22182000000,14829000000,13608921000,11954683000,175348000,24162000,817.54,63.4,33683000000,3427000000,3198000000,2088000000,123.7,14.84,9.41
3787,2024/03,2187119000,2070483000,2055767000,-2137584000,-,-,798.5,94.7,527770000,-157154000,-141629000,-144560000,-55.75,-,-
3788,2024/12,18027000000,9487000000,7649408000,6995840000,-,1842500000,823.97,52.5,19166000000,1246000000,1297000000,854000000,74.17,9.03,4.74
3791,2024/05,14001674000,7318048000,7277023000,4654407000,-,-,381.1,52.1,11841359000,1225736000,1380218000,1158412000,60.68,15.89,8.27
3793,2024/03,14148422000,5668124000,5608084000,1926096000,100000000,4627300000,196.29,39.7,9779099000,903038000,793171000,104051000,3.64,1.85,0.74
3796,2024/03,2540599000,1946719000,1946719000,738729000,-,-,282.08,76.6,2808027000,176223000,208984000,146131000,21.17,7.51,5.75
3798,2024/03,11010000000,8843000000,8387000000,7325000000,-,-,1526.78,76.3,10382000000,1757000000,1758000000,1131000000,205.73,13.47,10.27
3799,2024/03,12525399000,8639663000,8397506000,6524039000,-,-,1073.12,69,20511978000,873940000,1090018000,729497000,90.65,8.44,5.82
3800,2024/03,15763203000,11725989000,11226467000,8965283000,-,-,1549.6,74.4,11982266000,1023025000,1164016000,815975000,107.92,6.96,5.18
3802,2024/03,2110571000,1819530000,1763375000,799926000,-,91101000,387.7,86.2,2156112000,172274000,183718000,127395000,32.93,7,6.04
3803,2024/03,627905000,336844000,327644000,72097000,-,-,167.07,53.6,527910000,-13504000,-7150000,-20735000,-10.28,-,-
3804,2024/10,6963000000,4505000000,4501887000,3533030000,-,193374000,703.02,64.7,4631000000,828000000,830000000,555946000,86.78,12.34,7.98
3807,2024/12,1784000000,240000000,10886000,-530698000,8000000,-,5.12,13.1,867000000,-327000000,-325000000,-530000000,-11.57,-,-
3808,2024/06,1430380000,185891000,190394000,-1673591000,-,-,3.96,11.3,152780000,-285528000,-369585000,-280229000,-7.31,-,-
3810,2024/05,2045000000,1152000000,1009000000,-5409000000,-,10000000,86.29,54.6,2986000000,-1455000000,-1520000000,-1458000000,-122.29,-,-
3814,2024/09,1444076000,75856000,74029000,-1488550000,337122000,624473000,18.92,5.1,1659676000,72981000,80388000,63301000,16.11,85.14,4.38
3815,2024/08,2651230000,1045088000,1045088000,685269000,-,617869000,103.69,39.4,2012763000,-141154000,-148112000,-270985000,-26.89,-,-
3816,2024/07,6121045000,5101027000,4768590000,4140952000,-,44122000,1316.16,83.3,3291339000,565015000,600840000,342183000,88.29,6.71,5.59
3817,2024/03,47329000000,29227000000,26049000000,21998000000,90000000,-,2318.25,61.6,47125000000,6907000000,8575000000,4584000000,367.75,15.71,9.69
3823,2024/08,1534030000,776617000,717786000,-3663149000,45768000,415058000,10,48.8,747636000,-247943000,-290038000,-961644000,-17.6,-,-
3824,2024/05,716756000,359740000,359740000,5013000,15000000,104760000,382.7,50.2,1835093000,11864000,5957000,3557000,3.78,0.99,0.5
3825,2024/03,19714000000,17969000000,17962000000,8462000000,100000000,422000000,149.32,91.1,20487000000,1743000000,1758000000,1070000000,8.98,5.96,5.43
3826,2024/02,4752783000,3665132000,3665132000,3030275000,-,-,335.7,77.1,4835591000,328498000,336057000,944456000,86.51,25.77,19.87
3830,2024/04,14981086000,8837392000,8799494000,9525852000,-,1061243000,612.65,58.7,21668636000,3854685000,3843618000,2605842000,179.85,29.61,17.39
3834,2024/03,14279000000,12506000000,12313000000,12989000000,-,-,450.91,87.6,12217000000,1965000000,1986000000,1289000000,46.42,10.31,9.03
3835,2024/03,7809614000,6941701000,6837736000,6949945000,-,-,152.57,88.8,5192122000,1651262000,1662726000,1144693000,25.04,16.51,14.66
3836,2024/06,21896905000,13293728000,12994141000,13763738000,-,-,362.95,60.7,24419760000,4099123000,4121744000,2850922000,76.62,21.45,13.02
3837,2024/03,10201198000,7290751000,6688900000,5717483000,-,-,767.04,70.1,14078418000,1437952000,1485161000,979153000,105.09,13.7,9.6
3839,2024/03,8694476000,6055246000,5860910000,4589479000,312579000,464946000,747.81,69.6,5867050000,572511000,604487000,266797000,32.95,4.41,3.07
3840,2024/03,1677657000,1200635000,1193928000,-2031404000,-,-,21.2,71.2,2320056000,-172336000,-168359000,-175879000,-3.31,-,-
3841,2024/03,4516169000,3534810000,3534810000,1907482000,-,-,918.29,78.3,2060890000,302152000,374037000,328688000,85.39,9.3,7.28
3842,2024/03,3277838000,1959934000,1958748000,145204000,-,285871000,643.98,59.8,3522737000,181391000,173759000,166920000,54.88,8.52,5.09
3843,2024/04,38183589000,15196827000,11463975000,8693075000,300000000,7629384000,582.26,30.5,53037592000,5887702000,5756351000,3566009000,178.58,30.67,9.34
3844,2024/03,23442000000,16805000000,16798000000,12228000000,200000000,-,527.06,71.7,34185000000,4600000000,4597000000,3135000000,98.33,18.66,13.37
3845,2024/03,1286970000,672063000,666912000,195019000,-,193284000,37.38,51.8,2571156000,-95147000,-76515000,-99846000,-5.6,-,-
3847,2024/03,9244273000,6185114000,6039501000,5022482000,-,-,4180.22,66.9,10925327000,852005000,866367000,580068000,392.04,9.38,6.27
3848,2024/03,6007739000,4569306000,4266794000,3993695000,-,59306000,743.08,76.1,2919072000,549776000,570398000,493697000,80.47,10.8,8.22
3849,2024/03,1435221000,1197287000,1187455000,362617000,-,-,736.61,83.4,815469000,122383000,125391000,86716000,53.21,7.24,6.04
3850,2024/03,8530406000,4922847000,4892282000,3847656000,-,-,1014.07,57.7,9257866000,376335000,402041000,350128000,72.17,7.11,4.1
3851,2024/03,10818220000,8084433000,6793207000,5744669000,255000000,876628000,1578.66,73.6,5339967000,401335000,842007000,593404000,117.73,7.46,5.49
3853,2024/03,7587340000,5756971000,5582064000,543361000,242800000,214600000,332.12,73.6,2909008000,-3641629000,-,-1811318000,-107.84,-,-
3854,2024/07,14153941000,9680682000,9626300000,8962032000,-,-,386.75,68.4,17508405000,4263812000,4285206000,2887564000,115.36,29.83,20.4
3856,2024/06,150173000000,42432000000,22369000000,17800000000,28753000000,12703000000,1337.72,15.8,208972000000,23349000000,24894000000,9530000000,547.8,40.04,6.35
3857,2024/03,23770000000,15404700000,15381176000,7685432000,-,-,510.51,64.8,49477000000,2174544000,2153000000,1379000000,45.7,8.95,5.8
3858,2024/03,3732456000,2333422000,2195339000,-741505000,161780000,73325000,223.1,62.5,3478999000,71568000,87649000,32900000,3.15,1.41,0.88
3861,2024/03,2442482000000,1095597000000,818383000000,645337000000,216476000000,335240000000,1083.13,43.7,1696268000000,72600000000,85987000000,50812000000,51.31,4.76,2.08
3863,2024/03,1731245000000,495648000000,326487000000,7102000000,207176000000,577083000000,4062.18,27.1,1167314000000,17266000000,14550000000,22747000000,197.09,4.85,1.31
3864,2024/03,235380000000,90954000000,60005000000,17336000000,62026000000,22281000000,2076.5,38.6,193462000000,5410000000,7098000000,4170000000,95.27,4.59,1.77
3865,2024/03,415692000000,252464000000,217861000000,140480000000,25889000000,44718000000,1496.92,60.6,297056000000,15267000000,17757000000,8387000000,49.89,3.33,2.02
3877,2024/03,128923000000,55601000000,53056000000,18347000000,24774000000,16862000000,4293.62,43.1,107826000000,6172000000,6820000000,3701000000,285.79,6.66,2.87
3878,2024/03,45713000000,19396000000,11574000000,8585000000,5992000000,4708000000,1417.31,32.2,33692000000,1331000000,1643000000,594000000,57.27,4.04,1.3
3880,2024/03,939745000000,260086000000,224249000000,118529000000,15176000000,308400000000,1488.64,26.4,671688000000,14367000000,9622000000,4472000000,26.89,1.81,0.48
3891,2024/03,33975622000,22367062000,22131208000,16183895000,-,5948603000,2103.68,65.8,14828225000,1719229000,2021304000,1479248000,138.96,6.61,4.35
3892,2024/05,17822850000,12236475000,9995780000,8903949000,-,-,2643.3,68.7,11511853000,1681990000,1779545000,1157182000,250.2,9.46,6.49
3895,2024/03,13095579000,6731631000,6670686000,5543522000,-,1301206000,865.37,51.4,13204697000,755487000,882378000,674843000,86.89,10.02,5.15
3896,2024/03,21246040000,6883976000,3696329000,1049954000,3685202000,2852066000,508.7,23.9,16115606000,354771000,257525000,52454000,5.26,1.03,0.25
3900,2024/09,13537082000,7304460000,6839190000,1165598000,1432225000,601508000,436.71,50.8,17113505000,1340620000,1386173000,910756000,58.3,13.24,6.73
3901,2024/12,8753000000,6617000000,6516272000,5853939000,-,-,500.22,75.6,5562000000,2216000000,2227000000,1577957000,119.35,23.85,18.03
3902,2024/12,4749000000,3154000000,3092726000,2756070000,-,-,81.71,65.1,5906000000,3000000,-509000000,-791000000,-20.73,-,-
3903,2024/04,19332572000,12242620000,10284663000,-3158534000,1000000000,633783000,301.84,61.8,12066565000,-5040235000,-4514014000,-5934026000,-150.03,-,-
3904,2024/12,12875000000,6027000000,5516347000,3471632000,450000000,1991975000,342.63,42.9,16727000000,358000000,388000000,149053000,9.25,2.7,1.16
3905,2024/03,3786248000,1982624000,1904900000,-1541545000,600000000,379830000,111.78,50.6,2229281000,-216097000,-235040000,-1261695000,-84.07,-,-
3907,2024/11,2945000000,1738000000,1739000000,-450000000,-,184000000,627.8,59,4414000000,143000000,123000000,87000000,30.96,5,2.95
3908,2024/03,1752183000,1104784000,1074029000,609226000,10000000,150000000,239.18,61.3,2153973000,-294326000,-276410000,-798320000,-177.81,-,-
3909,2024/12,3486000000,1294000000,795597000,-932061000,900000000,722335000,92.81,22.8,6211000000,-165000000,-243000000,-742757000,-104.86,-,-
3910,2024/03,2558060000,816143000,807706000,386973000,300000000,722059000,148.82,31.6,2639951000,-348134000,-345871000,-668526000,-123.17,-,-
3911,2024/12,8154000000,6064000000,5790060000,-1015775000,-,-,124.04,71,17086000000,-552000000,-150000000,-341000000,-7.5,-,-
3912,2024/12,4218000000,3407000000,3405160000,4065266000,-,-,451.49,80.7,3317000000,1058000000,1057000000,699120000,92.2,20.53,16.57
3913,2024/12,1304000000,1191000000,1145972000,-76127000,-,-,510.73,91.3,806000000,50000000,60000000,63000000,27.52,5.29,4.83
3914,2024/12,4855000000,3153000000,2929991000,2751625000,-,350006000,459.62,62.9,3472000000,556000000,615000000,478000000,71.99,15.65,9.85
3915,2024/02,18446600000,12553930000,7745198000,4781663000,200000000,5958000,863.53,60.2,19137184000,522803000,655405000,300031000,23.35,2.7,1.63
3916,2024/06,10217287000,7058310000,6863813000,6783090000,-,179580000,465.51,68.1,19888244000,2424916000,2409421000,1686924000,112.83,24.24,16.51
3917,2024/03,5501757000,2224534000,2144530000,-438545000,500000000,675000000,298.25,39,5712360000,-91538000,-87383000,-1156225000,-161.9,-,-
3918,2024/09,15503070000,9251085000,8819502000,3468503000,-,321500000,885.6,56.6,25084943000,1054911000,978468000,817590000,82.34,9.32,5.27
3920,2024/09,3329495000,1991786000,1969028000,1325738000,800000000,-,360.21,59.8,2184658000,382276000,411412000,251575000,45.5,12.63,7.56
3921,2024/01,8622954000,6339821000,6260342000,5706096000,-,-,427.03,73.4,6615676000,1296834000,1375051000,956350000,64.43,15.1,11.09
3922,2024/02,7071492000,5662903000,5660638000,4891507000,-,-,421.2,80,6836966000,1746581000,1717188000,1161386000,86.6,20.52,16.42
3923,2024/03,21234000000,13347000000,13365000000,12681000000,-,216000000,73.65,62.9,38408000000,5559000000,5610000000,4185000000,23.09,31.36,19.71
3924,2024/03,8712866000,5773857000,5647724000,4878413000,-,-,320.55,66.1,13732744000,1729984000,1743967000,1233862000,68.73,21.44,14.16
3925,2024/03,6584230000,5568693000,5454709000,5032832000,-,-,403.58,82.8,7147568000,2309385000,2296681000,1654553000,122.03,30.33,25.13
3926,2024/03,5663370000,5111675000,4710494000,3606458000,-,-,164.36,90,2561009000,-181284000,-164949000,-170164000,-5.49,-,-
3927,2024/03,4352150000,1375265000,1320459000,39206000,-,48000000,255.3,30.5,3075526000,22559000,35185000,27013000,5.17,2.03,0.62
3928,2024/12,4840000000,1517000000,1365703000,22829000,-,790000000,164.99,28.8,8846000000,428000000,375000000,245634000,29.1,17.61,5.08
3929,2024/03,1336314000,85902000,16699000,-548721000,160672000,100016000,13.09,5.9,3669577000,-2862000,-27335000,-146418000,-24.52,-,-
3930,2024/07,2909000000,2559000000,2546436000,2205857000,-,-,866.28,88,3309000000,68000000,91000000,62000000,21,2.42,2.13
