Code,target_close,Stock Price,EPS,ROE,ROA,BPS,PER,PBR,Market Capitalization,Outstanding Shares,CloseMean,CloseMax,CloseMin,CloseChangeMean,VolumeSum,NikkeiCorr,MothersCorr,RSI,MovingAverage50,MovingAverage200,ATR,GapMean,CandleSizeMean,High-LowRangeMean,MACD,Signal,UpperBand,LowerBand,PercentR,ADX,ChangeRate_0,ChangeRate_3,ChangeRate_7,ChangeRate_14,ChangeRate_21,ChangeRate_28,ChangeRate_35,ChangeRate_42,ChangeRate_49
4972,1631.2218017578,1635.842826692,247.48,7.2,4.48,3435.67,6.61000010785518,0.4761350265572654,12571588797.687393,7685083.549933491,1726.7229175708867,1848.4099121094,1535.1043701172,0.0505527419097129,536900.0,0.009295960069803766,-0.050059288504466046,28.346439222912366,1724.9730908203082,1726.7229175708867,1741.5826387176087,0.23449987127612837,-0.047921683394824194,29.86208881465778,-29.81740381751706,-26.418480795398942,1809.270307909191,1569.622990430629,58.44150819096746,48.01201713247072,1631.2218017578:-0.2832861189827416,1623.828125:-0.4532600502171188,1625.6765136719:-0.33994690850284104,1617.3586425781:-0.8498635295801653,1581.3145751953:-3.059499726445546,1605.3439941406:-1.5864064340799118,1600.7230224609:-1.8696892883625398,1609.0408935547:-1.3597726672852155,1580.3905029297:-3.116148813933478
7082,1929.0,2033.0,65.25,37.46,23.08,179.12,31.157088122605366,11.349933005806163,11011920650.960249,5416586.645824028,1789.4962962962964,2618.0,1294.0,0.2469408582502755,14405100.0,0.3510819286303221,0.5035517994472307,50.89285714285714,1984.44,1789.4962962962964,1806.3861106588888,3.5,-1.0518518518518518,79.91851851851852,22.58696755295182,27.9722529550642,2132.429851278609,1950.6701487213907,80.07246376811594,29.164442034988124,1929.0:-5.391394504924832,1905.0:-1.244167962674961,1924.0:-0.2592016588906169,1827.0:-5.287713841368585,1595.0:-17.31467081389321,1622.0:-15.914981855883878,1795.0:-6.946604458268533,1724.0:-10.627268014515293,1782.0:-7.620528771384137
7081,666.7378540039,670.3009153479,141.69,21.24,9.99,666.91,4.730756689589244,1.0050845171730818,7227714530.753724,10782790.781364802,658.2340526439541,754.0617675781,550.4428100586,0.12678869706083049,1712200.0,0.26065290251469225,0.24912388170645763,32.36074049845418,708.1915734863301,658.2340526439541,659.6203222362165,-0.7280454825641812,1.4055267858037057,12.603332190737778,-6.502808260095094,-1.689773202911683,772.7112013277301,665.5106492582197,73.43744254519336,37.57058835416881,666.7378540039:-0.5344021376022107,676.5362548828:1.469603206126449,675.2001342773:1.2692065138618158,683.2169799805:2.4716049760245986,676.981628418:1.5364021035529951,696.2962646484:4.433288205701171,698.1909179688:4.717455860053215,707.6643066406:6.138312440328399,716.6640625:7.488131684181826
7721,1150.8342285156,1152.7603109064,91.04,4.54,2.67,2004.99,12.662129952838312,0.5749456660164889,17655431512.03434,15315787.111157661,1234.1908139829256,1538.9398193359,1049.7149658203,0.07566307541294555,20888900.0,0.3095846083211806,0.08422899405590653,29.844965810531733,1192.090935058592,1234.1908139829259,1248.085977400002,1.4876833554753712,-0.998709526289627,33.10008317644372,-25.96983173460103,-21.717129795893136,1307.0519736047524,1049.1246377233676,64.86489145291688,41.16580524943042,1150.8342285156:-0.1673640167345734,1152.7603759766:0.1673696709112018,1117.1278076172:-2.92886847325319,1227.8775634766:6.694564086816755,1261.583984375:9.623432560069945,1210.5428466797:5.188290084238718,1256.7687988281:9.205024293476166,1243.2862548828:8.033479025597716,1232.6927490234:7.11297235340184
2164,402.0,405.0,4.43,4.87,0.66,83.84,91.42212189616254,4.830629770992366,839196326.3358779,2072089.6946564885,423.0,710.0,389.0,0.1187102278848185,5639000.0,0.06118621004035529,0.011507136171714895,50.0,418.62,423.0,431.2424274285385,0.8432835820895522,-0.8296296296296296,15.2,-3.6934034799218125,-5.113274719273486,407.49883885068385,399.00116114931615,95.34883720930233,65.82710276473121,402.0:-0.7462686567164178,406.0:0.9950248756218906,409.0:1.7412935323383085,414.0:2.9850746268656714,395.0:-1.7412935323383085,388.0:-3.482587064676617,389.0:-3.233830845771144,419.0:4.228855721393035,413.0:2.736318407960199
2164,402.0,405.0,4.43,4.87,0.66,83.84,91.42212189616254,4.830629770992366,839196326.3358779,2072089.6946564885,423.0,710.0,389.0,0.1187102278848185,5639000.0,0.06118621004035529,0.011507136171714895,50.0,418.62,423.0,431.2424274285385,0.8432835820895522,-0.8296296296296296,15.2,-3.6934034799218125,-5.113274719273486,407.49883885068385,399.00116114931615,95.34883720930233,65.82710276473121,402.0:-0.7462686567164178,406.0:0.9950248756218906,409.0:1.7412935323383085,414.0:2.9850746268656714,395.0:-1.7412935323383085,388.0:-3.482587064676617,389.0:-3.233830845771144,419.0:4.228855721393035,413.0:2.736318407960199
9248,2001.4063720703,2014.3425166728,261.95,11.82,6.97,2242.22,7.689797734960107,0.8983697035405982,17616131516.727592,8745350.59004023,2295.9344572844275,2543.2561035156,1888.1610107422,0.05248212357352103,2290400.0,0.36465297249246476,0.2301513617325639,28.197637635911263,2349.925622558592,2295.9344572844275,2321.116430517103,-1.489902342400749,1.301831640620744,57.670765902177045,-124.15544552817664,-88.65227790265413,2800.7906900845032,1752.9108357944074,77.15877871579562,45.978470172875824,2001.4063720703:-0.6463527239157617,1924.7135009766:-3.831948981673679,1798.1240234375:-10.156975188528062,1739.9113769531:-13.065562234954998,1623.4860839844:-18.88273632780387,1464.5562744141:-26.823642871730748,1312.0946044922:-34.44136968870846,1349.0550537109:-32.594645818209976,1289.9184570312:-35.54939791178544
8091,1216.2938232422,1223.1218200044,402.49,13.82,3.68,2915.96,3.0388874754761606,0.4194576811768337,7429853906.685255,6074500.3360814275,1120.1710073965542,1245.8818359375,1009.6979980469,0.07453924886254933,3775200.0,0.3939407762026721,0.24143066526076634,75.66961372925262,1166.511013183584,1120.1710073965542,1131.701688133208,-0.7031199034686587,1.2432734889096309,28.876197838602216,13.503333539320238,3.2358659254586852,1223.92116336885,1076.5674230568998,5.084747284857026,34.77866841179571,1216.2938232422:-0.5613772455079152,1192.1682128906:-1.983534725786065,1187.1610107422:-2.395211744341712,1239.9641113281:1.9460995060226112,1237.6882324219:1.7589836247519732,1339.1976318359:10.104779473933593,1289.1257324219:5.988019324603363,1417.9471435547:16.57932618410945,1397.4633789062:14.895212998867935
9405,603.181640625,606.0769125,64.96,3.99,2.16,1604.89,9.330001731834978,0.37764389615487665,24983787237.91818,41222139.83512889,616.2445778175606,671.7075195312,594.4958496094,-0.06222953435921929,10738900.0,0.436360993360699,0.3440256603588145,65.71433734184028,602.201417236322,616.2445778175608,622.3942968560398,0.5324341114537309,-0.9795660892474071,5.5584124878511085,-0.31619365251413,-1.141216606644702,605.3927738214506,593.2497066472893,6.666677471841934,20.52407821671218,603.181640625:-0.48000000000000803,599.3212280273:-0.640008305574415,599.3212280273:-0.640008305574415,606.0769042969:0.4799986400282375,606.0769042969:0.4799986400282375,608.0070800781:0.7999977333693385,614.7627563477:1.920004678971991,623.4484863281:3.35999048016449,619.5881347656:2.7199922934657024
9326,417.818145752,418.7486984151,45.74,17.02,4.89,265.71,9.154978102647574,1.5759613805092019,4297270029.878652,10262169.282300252,560.3512516728156,748.1643676758,411.3042602539,-0.35064082310352007,7241000.0,0.3459423826756089,0.4715183401894159,32.39434668013122,467.807442016606,560.3512516728156,583.2703599054142,-1.1736072557940298,-1.0408404212918523,15.702214882165189,-12.307706285986228,-14.111370071258245,456.74061802055013,405.1372750458699,82.45614464381383,26.377498034766283,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
4914,2817.4360351562,2846.8535215456,453.9,8.2,4.53,5531.63,6.2719839646300946,0.5146500256787963,51026006095.97562,17923649.99105146,2489.9086353443267,2838.3125,2102.6708984375,0.14625583311306922,3025800.0,0.5727244484580135,0.44741700389476563,78.26088236367342,2624.7164892578103,2489.9086353443267,2495.5486194413484,0.4059406357552397,2.7346811387807235,48.24095359945851,43.34435927325512,29.480857266769426,2815.3555425107575,2559.7881586611024,3.3088278912917852,19.234009312794488,2817.4360351562:-1.0441226002055115,2665.603515625:-5.389031645674338,2538.4440917969:-9.902334600609043,2539.3930664062:-9.868652394608318,2455.8857421875:-12.832599869428996,2371.4289550781:-15.830246880950863,2357.1945800781:-16.335471305654114,2438.8044433594:-13.438870912141523,2516.6184082031:-10.676999342646035
7981,1249.0189208984,1253.7144807514,149.1,6.01,3.94,2480.46,8.408547825294434,0.5054362822828831,89417743571.22942,71322254.74307185,1196.458735713251,1264.5528564453,1109.9350585938,0.06259598398659107,13734700.0,0.5430961021517736,0.2482659985997631,88.98309752407184,1210.0438940429701,1196.458735713251,1202.7254200228683,1.5931353960634305,-1.0342823176140714,15.736908993516307,6.066446990210125,-2.9970814500888814,1243.1290695783646,1146.2534011247553,2.970302415936865,42.370603414499136,1249.0189208984:-0.37593984962394594,1234.9322509766:-1.1278187772902304,1220.8455810547:-2.255637554588471,1264.0445556641:1.20299496783382,1301.6091308594:4.210521480585154,1262.1665039062:1.052632813467961,1264.9838867188:1.2782004782534988,1306.3046875:4.586461073015231,1286.5833740234:3.0075167394566344
9326,417.818145752,418.7486984151,45.74,17.02,4.89,265.71,9.154978102647574,1.5759613805092019,4297270029.878652,10262169.282300252,560.3512516728156,748.1643676758,411.3042602539,-0.35064082310352007,7241000.0,0.3459423826756089,0.4715183401894159,32.39434668013122,467.807442016606,560.3512516728156,583.2703599054142,-1.1736072557940298,-1.0408404212918523,15.702214882165189,-12.307706285986228,-14.111370071258245,456.74061802055013,405.1372750458699,82.45614464381383,26.377498034766283,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
9326,417.818145752,418.7486984151,45.74,17.02,4.89,265.71,9.154978102647574,1.5759613805092019,4297270029.878652,10262169.282300252,560.3512516728156,748.1643676758,411.3042602539,-0.35064082310352007,7241000.0,0.3459423826756089,0.4715183401894159,32.39434668013122,467.807442016606,560.3512516728156,583.2703599054142,-1.1736072557940298,-1.0408404212918523,15.702214882165189,-12.307706285986228,-14.111370071258245,456.74061802055013,405.1372750458699,82.45614464381383,26.377498034766283,417.818145752:-0.2227171492097762,438.2903137207:4.899779527730572,428.9848022461:2.672611663144008,415.9570617676:-0.44542919050353436,374.0821838379:-10.467702841240389,379.6654968262:-9.131400661675878,386.1793823242:-7.572376582844615,382.4571228027:-8.46325687594452,394.5543518066:-5.567923313509818
8399,789.1572265625,789.1572265625,131.17,4.15,0.18,3178.83,6.016293562266525,0.24825398859407394,33480525917.751186,42425672.33856482,717.9112155490423,775.1484985352,694.639465332,0.06763327295831476,12237000.0,0.5683280527971651,0.3642228530574926,83.16836231904057,719.8294702148381,717.9112155490423,722.4016139619906,0.9629847791298487,-0.5893784028740718,9.372011482667414,8.814455089455123,3.8434273846893694,757.8825778368039,696.3146145460062,0.0,18.42730358650931,789.1572265625:0.0,768.6110229492:-2.603562752988714,750.8666992188:-4.852078401472692,746.1971435547:-5.443792638753417,817.1745605469:3.550285423658993,807.8354492188:2.366856949110221,837.720703125:6.153840442422135,906.8303222656:14.911235903607412,900.2929077148:14.08283133088666
9409,1328.7965087891,1356.8628589383,206.79,5.36,4.21,3857.51,6.561549682955172,0.35174577873765717,124862013044.73607,92022574.14757188,1364.9488878038208,1486.2592773438,1249.5191650391,-0.009851530073258936,22572300.0,0.5549939480529794,0.4133710598691634,72.79404141902157,1323.345959472656,1364.9488878038208,1380.0119985396109,0.3621703683582063,-0.6504863472244425,19.37911719631482,-6.962647805539746,-15.837896712341347,1347.520664152031,1230.3746361409387,3.0927889249240104,56.312977298351086,1328.7965087891:-2.1121631463929806,1322.0219726562:-0.5098249497263888,1318.1507568359:-0.8011574295074908,1299.7624511719:-2.184989005100415,1279.4384765625:-3.7144914138567984,1258.1468505859:-5.316815459395009,1243.6296386719:-6.409323741737589,1291.0521240234:-2.8404939745134925,1267.8249511719:-4.588479666669346
4415,679.5,677.5,71.99,16.33,7.78,366.11,9.411029309626338,1.8505367239354291,3928099143.6999807,5797932.315424326,533.5074074074074,675.0,403.0,0.39606949057846974,5843400.0,0.20989276137790028,0.28750525098098645,82.6086956521739,607.61,533.5074074074074,533.7642383131271,0.7313432835820896,0.9407407407407408,20.77777777777778,20.137516331045845,10.812227474090228,686.2380519426615,530.6119480573384,9.578544061302683,27.067137557151135,679.5:0.29433406916850624,674.0:-0.8094186902133923,669.0:-1.545253863134658,671.5:-1.177336276674025,641.5:-5.59234731420162,605.0:-10.963944076526857,617.5:-9.124356144223695,654.5:-3.679175864606328,685.0:0.8094186902133923
6462,2315.0,2346.0,433.4,5.34,3.74,8109.88,5.41301338255653,0.28927678338027196,22368037998.09615,9534543.05119188,2350.9338235294117,2479.0,2220.0,0.0008850514881393718,3449100.0,0.5382457099152925,0.22863673753861477,66.28352490421456,2308.18,2350.9338235294117,2369.3985390018474,3.4518518518518517,-3.7058823529411766,31.595588235294116,3.6918678021370397,-10.337550557902663,2340.730423868106,2190.8695761318945,27.205882352941178,28.559571407604967,2315.0:-1.3390928725701945,2280.0:-1.511879049676026,2230.0:-3.6717062634989204,2256.0:-2.548596112311015,2233.0:-3.5421166306695464,2254.0:-2.634989200863931,2266.0:-2.1166306695464363,2411.0:4.146868250539957,2434.0:5.140388768898488
9248,2001.4063720703,2014.3425166728,261.95,11.82,6.97,2242.22,7.689797734960107,0.8983697035405982,17616131516.727592,8745350.59004023,2295.9344572844275,2543.2561035156,1888.1610107422,0.05248212357352103,2290400.0,0.36465297249246476,0.2301513617325639,28.197637635911263,2349.925622558592,2295.9344572844275,2321.116430517103,-1.489902342400749,1.301831640620744,57.670765902177045,-124.15544552817664,-88.65227790265413,2800.7906900845032,1752.9108357944074,77.15877871579562,45.978470172875824,2001.4063720703:-0.6463527239157617,1924.7135009766:-3.831948981673679,1798.1240234375:-10.156975188528062,1739.9113769531:-13.065562234954998,1623.4860839844:-18.88273632780387,1464.5562744141:-26.823642871730748,1312.0946044922:-34.44136968870846,1349.0550537109:-32.594645818209976,1289.9184570312:-35.54939791178544
6960,4490.97265625,4529.9398810331,536.19,10.82,8.29,4954.68,8.448385611505437,0.9142749644847095,135528463635.35538,29918380.198115718,3695.0191569010376,4575.7890625,3364.4909667969,0.2264882483032252,1751800.0,0.2719512908863864,0.003202174407596375,66.41221668165477,3896.25868652343,3695.0191569010376,3679.479698049301,4.990285844719404,2.566115714752592,70.2153480122074,182.66337539243887,199.5061684577766,4883.508454156775,3807.5890800228944,37.313535161229,65.51145668358193,4490.97265625:-0.8676789587856978,4252.2983398438:-5.31453506121979,4072.0749511719:-9.327549667779165,4003.8823242188:-10.84598748009133,4339.974609375:-3.3622570973541546,4218.2021484375:-6.0737512492508845,4481.2314453125:-0.21690648514511315,4588.390625:2.1691953215173845,3994.1403808594:-11.06291027399528
