コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
3136,2022/03,2862278000,497682000,489330000,-129084000,450000000,641163000,378.71,17.4,3973669000,156995000,113512000,105741000,81.71,21.25,3.69
3137,2022/03,5462628000,643173000,630995000,208410000,-,4256510000,99.25,11.6,3123619000,-177466000,-158916000,-1948817000,-306.54,-,-
3138,2022/12,5652411000,2155562000,2069393000,1711525000,550000000,-,656.04,36.6,5968157000,443419000,442546000,288109000,90.03,13.92,5.1
3139,2022/11,73456705000,22481351000,20922925000,18651916000,13949482000,8960000000,2265.51,30.5,147423378000,2971311000,3134610000,2286794000,231.64,10.2,3.11
3140,2022/06,8889000000,5184000000,5151000000,1906000000,561000000,737000000,361.37,58.3,17302000000,1092000000,924000000,489000000,34.09,9.43,5.5
3141,2022/02,463048000000,207886000000,201597000000,146032000000,8991000000,17560000000,966.65,43.5,1025947000000,43018000000,47590000000,26453000000,126.98,13.12,5.71
3143,2022/03,10521483000,3765188000,3368209000,2712605000,-,1376909000,1168.75,35,28312984000,826264000,827473000,575491000,182.71,15.63,5.47
3148,2022/05,176910000000,106323000000,106391000000,108850000000,-,-,1681.83,60.1,350744000000,18176000000,18665000000,12595000000,199.23,11.85,7.12
3150,2022/03,13617441000,7968010000,7947879000,7409768000,-,1163080000,348.55,58.3,23252073000,2450941000,2514780000,2158911000,94.81,27.19,15.85
3151,2022/03,313033000000,100041000000,75631000000,64402000000,990000000,7760000000,1858.84,31.6,578805000000,2945000000,5834000000,4770000000,87.88,4.82,1.52
3153,2022/03,50934000000,23046000000,22946000000,20734000000,990000000,230000000,1070.89,44.8,60038000000,2123000000,2251000000,1527000000,71.62,6.68,3
3154,2022/06,92953841000,17307764000,15625996000,11610668000,12328047000,5459541000,789.44,18.6,226606414000,2267702000,2757877000,1867916000,85.3,10.79,2.01
3156,2022/03,241958000000,81657000000,74773000000,33747000000,75305000000,7805000000,2580.29,32.1,399590000000,7588000000,6711000000,5957000000,198.11,7.68,2.46
3157,2022/03,75832000000,18165000000,17258000000,16354000000,482000000,2083000000,1368.62,24,172627000000,2901000000,3788000000,2293000000,172.76,12.62,3.02
3159,2022/01,128357000000,43530000000,42941000000,25456000000,22810000000,11773000000,461.25,33.3,174355000000,4084000000,3853000000,2171000000,23.46,5.09,1.69
3160,2022/05,17918058000,4247610000,4189962000,2167322000,1839500000,1950006000,320.56,23.7,55692613000,137972000,232950000,17289000,1.3,0.41,0.1
3161,2022/04,8651975000,6273041000,6178219000,4446509000,-,319352000,1111.97,72.5,9545291000,387572000,414080000,266138000,47.21,4.24,3.08
3166,2022/03,62834000000,19814000000,19392000000,18786000000,3223000000,1663000000,1537.42,31.5,111875000000,3064000000,3547000000,3451000000,265.49,17.45,5.49
3167,2022/03,184473000000,78946000000,73615000000,36395000000,14411000000,29736000000,590.2,41.9,210691000000,15794000000,15907000000,8969000000,68.48,11.61,4.86
3168,2022/08,25725203000,9218635000,8928528000,7286002000,9909040000,2418412000,648.06,35.8,89102685000,862073000,936497000,547080000,38.49,5.93,2.13
3169,2022/01,4552178000,2904894000,2904894000,2164174000,-,-,408.46,63.8,11626042000,1005215000,1014171000,692531000,97.38,23.84,15.21
3172,2022/07,8274000000,5791000000,5766000000,5083000000,-,619000000,1362.4,70,12737000000,808000000,800000000,566000000,133.18,9.78,6.84
3173,2022/03,18656000000,6677000000,6490000000,5810000000,1924000000,2161000000,968.33,35.7,26929000000,663000000,781000000,888000000,129.29,13.35,4.76
3174,2022/08,9258813000,2214842000,2160363000,1510636000,-,2930551000,846.99,23.2,13608915000,190012000,191384000,89866000,35.37,4.17,0.97
3175,2022/03,9684341000,543391000,544391000,320990000,2188000000,4770818000,45.32,4.7,7997883000,-3769918000,1598512000,31415000,3.11,6.86,0.32
3176,2022/09,62859507000,39212665000,36769575000,35502368000,5823164000,177087000,1349.41,61.7,107276820000,5319139000,6216114000,4237153000,147.59,10.93,6.74
3177,2022/02,4781995000,2129616000,2077613000,1536663000,-,1048921000,2266.52,43.8,8836975000,400164000,595656000,242735000,264.03,11.6,5.08
3178,2022/03,22900521000,6487505000,6404299000,-1435313000,10000000000,2241115000,336.09,28.3,10108369000,-4582799000,3252666000,1227055000,63.6,18.92,5.36
3179,2022/03,14407046000,5469597000,5465209000,7573770000,950000000,2777046000,260.52,37.9,43453497000,3140701000,3187055000,2207886000,92.07,40.4,15.33
3180,2022/04,10548000000,5468778000,5267100000,3822488000,15000000,810852000,417.6,50,23401000000,1202001000,1215000000,709000000,56.24,13.45,6.72
3181,2022/02,3447461000,2120486000,2120486000,1505311000,-,596277000,593.04,61.5,4950509000,195143000,219011000,122806000,34.48,5.79,3.56
3182,2022/03,52634000000,23872000000,21954000000,14448000000,1010000000,101000000,605.58,42,113476000000,4171000000,4153000000,2727000000,74.63,12.32,5.18
3183,2022/03,41564997000,21721905000,21674479000,19688252000,-,-,764.32,52.3,66391940000,2762432000,2765086000,1831893000,63.88,8.43,4.41
3184,2022/03,15253856000,7709432000,7413613000,5103921000,1900000000,195120000,3549.22,48.9,28453314000,1542023000,1560837000,975880000,464.75,13.09,6.4
3185,2022/03,3244027000,271730000,271730000,-1669920000,-,-,19.71,8.4,4949741000,26663000,-,-49124000,-3.61,-,-
3186,2022/11,161259000000,56301000000,56456000000,36544000000,20923000000,48015000000,707.91,34.9,418117000000,19448000000,19080000000,13886000000,176.3,24.66,8.61
3187,2022/09,7644022000,2800681000,2762046000,1431008000,1281820000,617994000,149.61,36.3,13257520000,955108000,942573000,606240000,33.4,21.84,7.93
3189,2022/08,2569571000,103445000,99518000,-894492000,1591193000,300000000,21.58,3.9,5059893000,-424789000,-447717000,-525551000,-114.74,-,-
3190,2022/03,15464200000,6917762000,6777358000,4474448000,3050000000,826676000,980.48,44.7,20891452000,428333000,514317000,265564000,37.64,3.84,1.72
3191,2022/06,156431000000,115821000000,115055000000,109519000000,-,12212000000,1751.76,74,123555000000,12238000000,13224000000,11098000000,164.98,9.58,7.09
3192,2022/02,6484050000,2136014000,2136014000,-247205000,2000000000,1312500000,320.92,32.9,6231324000,-38796000,-67827000,-223123000,-33.52,-,-
3193,2022/07,18466814000,6337291000,6328222000,3441405000,-,5209169000,546.85,34.3,20288290000,-2433354000,1968171000,1134254000,97.88,17.9,6.14
3195,2022/10,4638097000,1997597000,1976610000,819846000,830000000,85103000,242.58,42.5,15979756000,74128000,396465000,343678000,42.34,17.45,7.41
3196,2022/12,22063966000,10681001000,9341755000,2827056000,207185000,3201857000,470.85,46.2,32163066000,1744304000,2608664000,1358380000,62.94,13.32,6.16
3197,2022/12,424772000000,157708000000,157708000000,56425000000,86971000000,20000000000,693.22,37.1,303705000000,-5575000000,-,-6371000000,-28,-,-
3198,2022/02,16096817000,12438641000,12480430000,6035450000,205000000,363760000,482.34,77.3,10404800000,-7919584000,2202295000,1745732000,67.7,14.03,10.85
3199,2022/03,69551000000,19345000000,18956000000,17299000000,7180000000,15132000000,974.21,27.8,114500000000,2401000000,2936000000,2204000000,111.06,11.39,3.17
319A,2022/12,9185000000,1323000000,1315000000,1114000000,1777000000,3457000000,170.29,14.4,6804000000,460000000,541000000,148000000,19.05,11.19,1.61
3201,2022/11,163384000000,107734000000,101423000000,96439000000,16309000000,2850000000,1508.3,65.3,109048000000,10707000000,11715000000,7283000000,100.54,6.83,4.46
3202,2022/03,21113498000,4646942000,50466000,-54093000,607992000,10276630000,153.96,21.9,4502252000,247625000,86015000,42834000,1.43,0.93,0.2
3204,2022/12,32911000000,11746000000,10652000000,3161000000,5683000000,6565000000,1316.09,35.7,17000000000,516000000,528000000,269000000,30.16,2.29,0.82
3205,2022/03,31798000000,7713000000,5589000000,-5220000000,6733000000,3984000000,209.87,21.6,24609000000,-1771000000,-1615000000,-3544000000,-108.34,-,-
3211,2022/10,3404362000,1646355000,497520000,76176000,70000000,519519000,458.72,48.4,551979000,18608000,23134000,14003000,3.9,0.85,0.41
3221,2022/03,11787895000,8247648000,8246636000,7547265000,-,192112000,799.05,70,8581494000,-2675102000,3063510000,1856514000,179.86,22.51,15.75
3222,2022/02,280741000000,152238000000,150985000000,40290000000,4000000000,22275000000,1180.54,54,701159000000,12155000000,12474000000,5374000000,41.89,3.55,1.91
3223,2022/02,1294562000,481051000,478280000,13734000,-,117533000,306.44,36.9,2432475000,-685859000,59213000,13734000,8.8,2.87,1.06
3224,2022/03,2293687000,898789000,879179000,-1820628000,-,522051000,219.03,38.3,2539224000,-283676000,-288617000,287413000,82.25,32.69,12.53
3228,2022/08,153094427000,60572076000,57402586000,54828906000,27043300000,23188228000,2717.61,37.7,139006708000,12887559000,13530808000,8118183000,382.62,14.08,5.3
3231,2022/03,2040506000000,621398000000,604115000000,382382000000,108500000000,754235000000,3478.14,30.3,645049000000,91210000000,82557000000,55312000000,307.81,8.94,2.71
3232,2022/03,165153110000,48394810000,40890838000,28165160000,10665000000,50426896000,482.59,29.1,84351640000,2996524000,4180105000,2210198000,22.19,4.59,1.34
3236,2022/05,28714000000,7292000000,7201000000,4800000000,4064000000,8143000000,209.22,25.1,17689000000,2127000000,1691000000,1135000000,32.98,15.76,3.95
3237,2022/03,1862683000,1182078000,1160731000,-873201000,-,311394000,31.23,62,2351550000,195233000,195188000,156110000,4.21,13.49,8.38
3238,2022/03,29242362000,8350220000,7588913000,5259334000,4824588000,11674455000,871.72,28.6,29314225000,1186239000,925881000,630074000,70.63,7.55,2.15
323A,2022/02,259804000,69327000,-,-,-,-,-,28,516667000,-,-267074000,-278212000,-103.16,-,-
3241,2022/12,13427000000,4086000000,4061000000,3572000000,2398000000,3770000000,357.01,30.3,9469000000,919000000,867000000,594000000,52.35,14.63,4.42
3242,2022/06,38090634000,14393279000,12795315000,7909801000,278000000,13463324000,407.83,33.6,19606726000,2222586000,1985686000,1314311000,41.89,10.27,3.45
3244,2022/11,413594000000,110395000000,100101000000,56911000000,30468000000,162999000000,2123.1,23.9,128470000000,14083000000,14441000000,10866000000,233.68,11,2.63
3245,2022/09,36457000000,21259000000,20866000000,12709000000,100000000,8802000000,484.53,57.2,51905000000,5736000000,5666000000,4199000000,103.68,20.12,11.52
3246,2022/01,17417226000,8386796000,8329790000,5338441000,3334500000,3424577000,820.12,47.8,11288896000,1141903000,1270778000,880006000,86.64,10.56,5.05
3248,2022/10,13154883000,3908051000,3905151000,3672028000,-,7368553000,1228.63,29.7,3699549000,628531000,570605000,375581000,118.08,9.61,2.86
3252,2022/12,72153000000,30960000000,30736000000,23030000000,-,35222000000,1690.12,42.8,49887000000,6411000000,5943000000,3641000000,199.12,11.78,5.05
3254,2022/09,251369000000,160768000000,160397000000,145409000000,1203000000,57175000000,2335.39,63.8,145205000000,20648000000,20809000000,14111000000,206.39,8.8,5.61
3258,2022/03,426027000000,173515000000,168928000000,104887000000,-,145802000000,24787714285.71,40.7,14296000000,-784000000,-3004000000,3859000000,551285714.29,2.22,0.91
3260,2022/02,8759830000,862671000,862671000,22613000,-,4870485000,579.78,9.8,1483612000,43464000,-22988000,-76968000,-51.73,-,-
3261,2022/12,4395843000,1932689000,1932689000,1466100000,-,1401133000,552.19,44,2661366000,226804000,224873000,65679000,18.77,3.4,1.49
3264,2022/09,52591000000,26055000000,25057000000,3659000000,3670000000,16752000000,192.87,47.6,45920000000,2397000000,1498000000,2064000000,15.89,8.24,3.92
3266,2022/11,4584000000,2662000000,2623000000,770000000,1130000000,492000000,70.67,58.1,1686000000,283000000,272000000,227000000,6.03,8.53,4.95
3267,2022/11,4750048000,2443735000,2438868000,1936076000,-,439220000,474.3,51.3,4378593000,169840000,200100000,142103000,27.22,5.83,2.99
3271,2022/06,40372982000,3596978000,3695133000,-1099814000,8988000000,21151713000,127.08,8.9,25761354000,781200000,389528000,463700000,16.38,12.89,1.15
3275,2022/03,10178237000,6789055000,6753411000,6108989000,-,-,877.51,66.4,14206774000,418382000,614998000,372970000,48.33,5.52,3.66
3276,2022/12,17975648000,7603065000,7603065000,8451372000,47000000,2324388000,430.8,42.3,56227936000,2387338000,2401791000,1590053000,90.23,20.91,8.85
3277,2022/12,28976914000,11056333000,11052799000,9708791000,10192950000,5033220000,1356.38,38.1,15533287000,1469128000,1283695000,1060019000,129.61,9.59,3.66
3280,2022/02,25538000000,6942000000,6941000000,5766000000,9079000000,6090000000,1166.96,27.2,16035000000,781000000,654000000,441000000,74.23,6.35,1.73
3284,2022/03,127905000000,38960000000,30749000000,15858000000,7166000000,41295000000,883.62,24.4,79542000000,6694000000,5692000000,3068000000,86.72,9.81,2.4
3286,2022/06,8563544000,398965000,402205000,351215000,2000200000,2399884000,108.43,4.7,12668441000,397804000,346170000,130680000,34.32,32.75,1.53
3288,2022/09,1031174000000,395702000000,326221000000,286286000000,144309000000,314784000000,2802.19,32.7,952686000000,119358000000,121166000000,77884000000,626.23,23.07,7.55
3289,2022/03,2634343000000,643298000000,600791000000,356986000000,158469000000,983249000000,878.32,24,989049000000,83817000000,72834000000,35133000000,48.84,5.56,1.33
3291,2022/03,1708668000000,935831000000,932525000000,523545000000,248665000000,251767000000,3233.68,54.6,1386991000000,153306000000,-,103381000000,358.49,11.09,6.05
3293,2022/03,31326800000,15800814000,15757436000,14643746000,1627951000,9642045000,1966.71,50.4,13910554000,1192264000,1175380000,755918000,94.09,4.78,2.41
3294,2022/03,24435400000,9226807000,9188994000,7733470000,6426058000,6234072000,1477.32,37.6,23352446000,2568140000,2346084000,1619937000,256.33,17.63,6.63
3297,2022/05,5366387000,3764893000,3759674000,3215988000,336800000,405032000,1398.66,70.2,7483283000,566274000,567269000,387550000,143.97,10.29,7.22
3299,2022/12,77448000000,24604000000,24511000000,20027000000,6023000000,29049000000,1044.64,31.6,31242000000,2976000000,2309000000,1564000000,66.53,6.38,2.02
3300,2022/06,17036770000,3744316000,3703143000,2859192000,885832000,5747764000,548.25,21.9,31607815000,1498903000,1355413000,826168000,121.42,22.15,4.85
3302,2022/12,72132858000,58024393000,44509985000,42950232000,-,-,2207.88,79.9,29904658000,4459078000,5296724000,3659036000,139.31,6.35,5.07
3306,2022/03,3634525000,2197366000,1422201000,763252000,30000000,305073000,399.03,40.3,3151011000,57423000,74598000,48304000,13.18,3.3,1.33
3315,2022/03,128767000000,57343000000,57306000000,49765000000,14094000000,9099000000,197.04,44.5,124711000000,12253000000,11454000000,7380000000,25.36,12.87,5.73
3316,2022/03,5914074000,3666800000,3618550000,2317236000,-,-,583.42,62,7152662000,435942000,459342000,293839000,46.76,8.01,4.97
3317,2022/03,3920110000,2341821000,2341821000,1272012000,-,-,1620.36,59.7,6490932000,229783000,632966000,345027000,238.73,14.73,8.8
3319,2022/12,43524609000,1598875000,1226547000,-152151000,5603721000,12961461000,86.46,3.6,46090292000,1189955000,-175279000,339325000,18.61,21.56,0.78
331A,2022/03,5137478000,1355946000,-,-,-,-,-,26.4,14392106000,-,516416000,134319000,17.72,-,2.61
3320,2022/01,26555000000,12815000000,11207000000,7767000000,1700000000,2253000000,1742.76,48.1,59120000000,-1560000000,-1296000000,-1666000000,-227.19,-,-
3321,2022/05,20210267000,11631506000,10974979000,9267357000,1613279000,-,1463.32,57.5,42519490000,2018143000,2134740000,1465129000,184.86,12.61,7.25
3322,2022/03,8641784000,4958776000,4959031000,4427099000,670000000,299166000,877.25,57.4,13211177000,698103000,750067000,444098000,78.56,8.96,5.14
3323,2022/09,9239668000,4640924000,4326071000,-697560000,1497264000,770990000,53.26,46.8,8920222000,413184000,-,351545000,4.32,8.13,3.8
3326,2022/06,3665648000,253109000,253109000,-702176000,100980000,2378679000,59.55,6.9,4346443000,-634799000,-588877000,-682407000,-287.15,-,-
3328,2022/09,33909000000,18001000000,9962000000,5367000000,3550000000,1048000000,1443.63,52.5,29846000000,328000000,212000000,-211000000,-16.92,-,-
3329,2022/04,8519074000,5675549000,5667034000,4411327000,-,600000000,703.32,66.6,8246771000,-751212000,1232364000,698952000,86.62,12.32,8.2
3333,2022/02,46473316000,35346251000,35220362000,31173948000,-,-,1353.52,76.1,71398999000,5221419000,5512897000,3541677000,135.68,10.02,7.62
3341,2022/03,178753000000,52876000000,52887000000,41507000000,1000000000,41531000000,1763.34,29.6,299392000000,6589000000,6767000000,3705000000,123.55,7.01,2.07
3346,2022/03,1343386000,102801000,102801000,-1574576000,2900000,516052000,7.2,7.7,2187997000,-112897000,-49711000,-128379000,-13.44,-,-
3347,2022/03,33612335000,11629843000,7614846000,5709255000,4750000000,-,294.96,22.7,27617161000,1856995000,1914970000,827041000,31.96,10.84,2.46
3349,2022/05,363052000000,190507000000,190501000000,181954000000,1387000000,3000000000,2405.44,52.5,755414000000,29796000000,32861000000,23155000000,292.37,12.15,6.38
3350,2022/12,5357296000,617518000,664170000,3891251000,501887000,1068499000,107.2,11.4,366121000,-858829000,-836658000,977845000,171.03,159.55,18.25
3352,2022/03,7761891000,5685156000,5685342000,4481552000,-,8120000,2500.93,73.2,10000866000,441638000,573894000,351617000,154.68,6.18,4.53
3353,2022/02,29094256000,11927858000,11404452000,9948627000,170000000,7372883000,3030.61,39.1,33595990000,1275838000,1357878000,852328000,226.92,7.49,2.93
3355,2022/12,62909126000,34315085000,30000967000,30189835000,7068643000,3514466000,1750.19,54.5,71475868000,4560064000,4971413000,3637204000,186.23,10.61,5.78
3356,2022/03,5991613000,2439833000,2393965000,634025000,-,220431000,149.33,40.2,5223953000,441492000,439620000,273555000,16.87,11.34,4.57
3358,2022/03,2716311000,1389262000,1389975000,-795644000,100000000,469452000,45.61,50.9,1287246000,-46179000,3746000,-83134000,-2.74,-,-
3359,2022/09,5995751000,3353214000,3345179000,2335214000,740000000,551312000,316.49,55.8,8843952000,551781000,584202000,399980000,37.83,11.96,6.67
3360,2022/03,335074000000,122318000000,115899000000,91964000000,2401000000,29970000000,1253.72,35.3,514353000000,20505000000,21287000000,12172000000,129.01,10.29,3.63
3361,2022/04,26976470000,18164905000,17818617000,16078883000,-,536622000,888.92,67.3,25921386000,1688720000,2175234000,1058365000,52.22,5.83,3.92
3370,2022/03,2933865000,2555000,4171000,-1283900000,279911000,2174825000,0.85,0.1,4020841000,-135174000,-68575000,-110227000,-45.58,-,-
3371,2022/03,22794801000,15194966000,12079596000,12021257000,37076000,11836000,518.47,57.7,21226804000,4030255000,4161800000,2363421000,90.99,17.96,10.37
3372,2022/03,4341314000,366643000,366401000,-1009989000,2820000000,517500000,26.62,8.4,2603688000,-715247000,57066000,600000,0.04,0.16,0.01
3374,2022/03,25246940000,9494368000,9117709000,5257845000,-,1975982000,2722.78,37.6,37551556000,2121665000,2107832000,1541360000,442.17,16.23,6.11
3375,2022/03,5373798000,2429517000,2429857000,1774117000,-,785500000,1670.92,45.2,9614645000,505331000,510774000,346213000,238.11,14.25,6.44
3377,2022/11,12017339000,6925516000,6925286000,6081480000,1100000000,-,495.9,57.6,33480946000,1653702000,2259315000,1550042000,110.99,22.38,12.9
3382,2022/02,8739279000000,3147732000000,2767517000000,2319155000000,140146000000,994399000000,1125.17,34.1,8749752000000,387653000000,358571000000,210774000000,79.56,7.07,2.41
3384,2022/02,1561734000,296611000,295611000,-129953000,-,400300000,166.42,18.9,3845021000,120033000,187607000,-32794000,-18.46,-,-
3386,2022/12,10313000000,8617000000,7521000000,5560000000,20000000,-,1384.92,78.1,9553000000,816000000,790000000,517000000,89.06,6.42,5.01
3387,2022/02,133605000000,30730000000,26143000000,4381000000,9121000000,32266000000,124.4,19.6,78324000000,7633000000,-,5919000000,30.58,22.64,4.43
3388,2022/03,44666159000,27328342000,25754383000,22204363000,225658000,-,2144.63,60.7,67749042000,2008734000,2439094000,1780807000,154.08,6.56,3.99
3390,2022/03,6817000000,2435000000,2435000000,91000000,-,-,26.78,35.7,6626000000,70000000,-115000000,-58000000,-0.65,-,-
3391,2022/05,562363000000,284046000000,241098000000,205714000000,-,39475000000,5314.45,45.9,915700000000,40568000000,40052000000,21388000000,440.58,8.29,3.8
3392,2022/03,22945838000,6236870000,6118837000,2595085000,2330000000,7724304000,422.46,27.2,39788128000,-397125000,-242716000,-746543000,-50.57,-,-
3393,2022/03,11378673000,4233119000,3984658000,3725483000,1847000000,815872000,484.26,37.1,16011043000,344806000,553766000,958454000,100.02,22.67,8.42
3395,2022/03,48021601000,31147787000,31127559000,30807704000,-,-,1501.69,64.8,47721642000,-3578738000,2472083000,-4711792000,-222.03,-,-
3396,2022/02,31925000000,19551000000,19513000000,15664000000,-,-,2744.93,61.2,33729000000,1310000000,1590000000,1654000000,232.22,8.46,5.18
3397,2022/03,240840000000,69978000000,62024000000,31338000000,4024000000,43884000000,714.46,25.8,153355000000,14243000000,-,8979000000,103.71,14.48,3.73
3399,2022/01,6702184000,2227539000,2212892000,1657827000,28000000,1056189000,226.25,33,15122330000,299639000,344674000,386275000,39.51,17.47,5.76
339A,2022/02,7781000000,1619000000,1619000000,-136000000,818000000,3955000000,228.92,20.81,0,-,-,-73000000,-10.32,-,-
3401,2022/03,1207583000000,464811000000,405192000000,242332000000,110524000000,215972000000,2288.06,36.4,926054000000,44208000000,49692000000,23158000000,120.58,5.27,1.92
3402,2022/03,3043881000000,1499649000000,1405591000000,978980000000,279404000000,618637000000,878.1,46.2,2228523000000,100565000000,-,84235000000,52.63,5.99,2.77
3405,2022/12,1221533000000,668534000000,550282000000,399910000000,34480000000,179491000000,1932.37,52.9,756376000000,87139000000,84060000000,54307000000,161.12,8.4,4.45
3407,2022/03,3349075000000,1718815000000,1459381000000,1282325000000,239491000000,253785000000,1216.33,50.4,2461317000000,202647000000,212052000000,161880000000,116.68,9.59,4.83
3409,2022/03,2070203000,1080371000,614516000,-886637000,431500000,184133000,62.88,52.1,830451000,-140408000,-129149000,-128098000,-7.87,-,-
3415,2022/01,11547922000,5904592000,5883845000,5815241000,-,747638000,128.59,51.1,17618447000,946724000,1082081000,762741000,17.15,12.93,6.61
3416,2022/12,2335838000,909393000,883951000,354803000,-,59972000,403.89,37.9,2787412000,178139000,187358000,121830000,55.07,13.76,5.22
3417,2022/03,113954000000,22092000000,18411000000,14747000000,7180000000,300000000,1591.34,19.3,278162000000,631000000,1583000000,972000000,70.48,4.43,0.85
3418,2022/07,8892967000,2367582000,2246701000,1137385000,1850000000,1422816000,253.68,25.3,9969720000,-447322000,1185333000,123784000,14.39,5.51,1.39
3419,2022/10,1297705000,501796000,500591000,268280000,-,367329000,441.5,38.7,2295786000,58500000,68132000,40436000,35.6,8.06,3.12
3420,2022/03,26208966000,19162081000,18381071000,17464227000,90000000,100000000,2601.32,73,25957620000,2489073000,2599708000,1840703000,250.11,9.61,7.02
3421,2022/07,59346485000,40766433000,40520390000,40190806000,-,-,2472.78,68.7,39152806000,1890944000,2286057000,1520955000,92.3,3.73,2.56
3422,2022/03,46736000000,21080000000,15082000000,11202000000,6298000000,4438000000,1551.66,39,45663000000,2931000000,2679000000,1996000000,170.08,10.96,4.27
3423,2022/03,23665278000,9953698000,9839585000,7810207000,300522000,2634544000,329.31,41.9,24150209000,1982382000,1992261000,1614298000,53.66,16.28,6.82
3426,2022/06,12888461000,9811562000,9800934000,9291530000,-,-,2459.16,76.1,9990863000,577302000,606441000,412135000,103.3,4.2,3.2
3431,2022/03,61815000000,39091000000,28097000000,21582000000,-,-,2452.39,54,58002000000,5810000000,5992000000,3406000000,250.24,10.2,5.51
3433,2022/03,69517000000,52459000000,48377000000,44166000000,-,2802000000,807.3,70.6,43813000000,10255000000,10571000000,6909000000,113.62,14.07,9.94
3434,2022/03,56183000000,27924000000,23400000000,18247000000,3046000000,7517000000,2797.91,47.6,53767000000,586000000,1036000000,600000000,62.76,2.24,1.07
3435,2022/03,19283396000,14510106000,13962893000,13123223000,130188000,379041000,1806.23,73.8,18735490000,1716401000,1697305000,1071805000,136.15,7.54,5.56
3436,2022/12,892555000000,591484000000,518620000000,234319000000,30432000000,110617000000,1523.71,59.8,441083000000,109683000000,111339000000,70205000000,200.49,13.16,7.87
3437,2022/03,9647880000,6252382000,6210631000,5371280000,130000000,-,3929.67,64.4,8617471000,614823000,687407000,486020000,307.39,7.82,5.04
3439,2022/06,16411098000,9067473000,8483678000,7608084000,1000000000,1950547000,1791.16,55.3,12448330000,354383000,536763000,395409000,78.11,4.36,2.41
3440,2022/08,14482132000,9727988000,9673948000,8113015000,500000000,2065020000,1495.47,66.8,7374639000,358615000,396760000,154632000,23.99,1.6,1.07
3441,2022/07,11617626000,5621693000,5093997000,3386684000,2520000000,1318610000,1217.94,48.4,9453992000,501749000,507728000,355751000,77.07,6.33,3.06
3442,2022/03,6782521000,1685825000,607150000,-114251000,1787000000,739223000,1394.79,24.8,5697097000,282428000,252039000,189561000,157.46,11.29,2.79
3443,2022/03,133337000000,71921000000,67616000000,51605000000,5717000000,8138000000,4009.54,53.2,103760000000,6412000000,7689000000,5176000000,292.49,7.29,3.88
3444,2022/04,9774215000,5871207000,4608824000,2310015000,1166962000,256157000,486.03,60.1,5045021000,-596665000,-852695000,-669710000,-55.43,-,-
3445,2022/12,127554681000,101473488000,44961061000,23690610000,3000000000,3514685000,1784.76,36.8,49864656000,13018598000,15500440000,7739192000,299.29,16.5,6.07
3446,2022/06,3227032000,2227717000,2227717000,623727000,-,597419000,379.91,69,1150981000,-71221000,-26981000,-32127000,-5.48,-,-
3447,2022/03,22515684000,15158581000,15130740000,8211397000,1622952000,3234979000,1088.87,67.2,16063586000,2135721000,-,1452853000,105.36,9.6,6.45
3449,2022/12,33052840000,22590311000,21369892000,20789015000,300000000,4471888000,1216.32,67.4,22174025000,2752440000,3060487000,2413428000,132.16,10.84,7.3
3452,2022/12,56005000000,12043000000,11928000000,8114000000,7402000000,25366000000,613.62,21.4,19911000000,2913000000,2415000000,1637000000,83.95,13.69,2.92
3454,2022/11,87643529000,21646338000,21469955000,18240953000,1156657000,50678274000,1536.28,24.6,14284494000,1816138000,1356888000,1180361000,84.17,5.48,1.35
3457,2022/06,65495000000,13852000000,13850000000,7079000000,9446000000,25027000000,706.03,21.1,41395000000,2871000000,2947000000,1955000000,99.96,14.15,2.98
3458,2022/07,118248000000,36157000000,34706000000,22311000000,374000000,48790000000,1206.5,30.6,62734000000,10182000000,9187000000,5775000000,196.79,15.97,4.88
3461,2022/09,3632399000,2189249000,2188346000,1078233000,150000000,589045000,324.08,60.3,2778169000,7085000,1053000,29492000,4.43,1.35,0.81
3464,2022/03,31982320000,8220436000,8057003000,6907163000,4272292000,12256952000,1113.8,25.4,35186178000,2208715000,1918612000,1217053000,166.82,14.95,3.81
3465,2022/03,163240761000,49037822000,44062396000,33631891000,56864048000,19658833000,2783.7,27,184388059000,23659363000,23203891000,14746079000,976.49,33.49,9.03
3467,2022/03,19491581000,4705628000,4705628000,3967136000,2515390000,5116833000,819.38,24.1,23763786000,2252117000,2040363000,1411695000,246.29,30,7.24
3469,2022/06,5034147000,2046789000,2048993000,1680922000,189400000,856799000,594.68,40.5,10756498000,50413000,95393000,57754000,16.83,2.83,1.15
3474,2022/12,4879292000,1903243000,1800416000,1364057000,-,1019469000,289.92,38.5,4735437000,214635000,213791000,271490000,41.91,14.45,5.56
3475,2022/10,24452256000,11471948000,11467319000,9335789000,2047500000,4648849000,399.13,46.9,40048824000,4612042000,4342062000,2858315000,99.58,24.92,11.69
3477,2022/03,7577258000,3221940000,3221940000,2962868000,2692000000,392721000,805.64,42.5,12359365000,748856000,712788000,480272000,120.09,14.91,6.34
3479,2022/02,111280000000,39746000000,37505000000,2917000000,-,42028000000,907.14,34,44685000000,-883000000,-1585000000,-3211000000,-79.04,-,-
3480,2022/10,58938180000,26803351000,26294001000,19005179000,50000000,18405323000,1277.29,45.4,57922958000,6312419000,6189807000,4303897000,204.8,16.07,7.3
